
-------------------------------------------------------------------------------
eosDaniela/eosSLy4,  MDIVxSDIV=151x301,  accuracy=1e-06
-------------------------------------------------------------------------------
   rho_c        M         M_0         R         Omega      Omega_p       T/W           C*J/GM_s^2      I        h_plus       h_minus       Z_p      Z_b        Z_f       omega_c/Omega   r_e     r_ratio     Omega_pa    Omega+    u_phi    r_plus     r_minus    exp_gamma_eq    exp_gamma_plus    exp_gamma_minus    conv_rad    conv_plus    conv_minus  chi    q    Mgeom    M2_geom   Jgeom   S3_geom    M2_asy    M2    S3_asy    S3    B0_geom    B0/M^2    M2^GH_geom   S3^GH_geom   M4_geom   M4_asy^GH_geom   B2/M^4   S5_geom  B2_asy/M^4   M4_asy_geom   S5_asy_geom  M4_geom_2points  M4_geom_3points  M4_geom_4points
-------------------------------------------------------------------------------
9.47690e+14 1.60398e+00 1.76829e+00 1.41884e+01 6.54552e-01 8.68768e-01 8.82223e-02 1.53478e+00 2.06071e+00 0.00000e+00 6.13047e+00 3.10704e-01 8.34365e-01 -1.69137e-01 4.98499e-01 1.16081e+01 6.92310e-01 8.68768e-01 8.68768e-01 5.02985e+00 0.00000e+00 1.78323e+01 9.91017e-01 1.00000e+00 9.96261e-01 1.22229e+00 1.00000e+00 1.13944e+00 5.96551e-01 -1.31040e+00 2.36645e+00 -1.73538e+01 3.34074e+00 -4.80760e+01 -2.33883e+02 -2.33720e+02 -1.94255e+00 -1.94109e+00 -1.17465e+00 -2.09755e-01 -1.80649e+01 -4.98830e+01 3.37166e+02 3.97595e+02 1.39999e-01 -2.66956e+04 6.68150e+05 3.79788e+02 -3.64208e+08 3.09327e+02 3.07333e+02 3.06605e+02 
---------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------
r/(r+r_e)  cos(theta)     rho        gamma      alpha      omega     pressure   Omega
3.2996700e-01 2.4000000e-01 -7.2605177e-01 -3.2522973e-02 3.4264227e-01 2.3628301e-01 3.9152436e+34 6.5455165e-01
3.2996700e-01 2.4666667e-01 -7.2585591e-01 -3.2502921e-02 3.4257152e-01 2.3617681e-01 3.9062012e+34 6.5455165e-01
3.2996700e-01 2.5333333e-01 -7.2565483e-01 -3.2482346e-02 3.4249887e-01 2.3606774e-01 3.8969243e+34 6.5455165e-01
3.2996700e-01 2.6000000e-01 -7.2544852e-01 -3.2461247e-02 3.4242430e-01 2.3595582e-01 3.8874137e+34 6.5455165e-01
3.2996700e-01 2.6666667e-01 -7.2523702e-01 -3.2439628e-02 3.4234783e-01 2.3584104e-01 3.8776706e+34 6.5455165e-01
3.2996700e-01 2.7333333e-01 -7.2502032e-01 -3.2417490e-02 3.4226945e-01 2.3572341e-01 3.8676960e+34 6.5455165e-01
3.2996700e-01 2.8000000e-01 -7.2479844e-01 -3.2394835e-02 3.4218916e-01 2.3560293e-01 3.8574911e+34 6.5455165e-01
3.2996700e-01 2.8666667e-01 -7.2457139e-01 -3.2371664e-02 3.4210698e-01 2.3547960e-01 3.8470571e+34 6.5455165e-01
3.2996700e-01 2.9333333e-01 -7.2433918e-01 -3.2347981e-02 3.4202290e-01 2.3535344e-01 3.8363950e+34 6.5455165e-01
3.2996700e-01 3.0000000e-01 -7.2410183e-01 -3.2323787e-02 3.4193692e-01 2.3522444e-01 3.8255061e+34 6.5455165e-01
3.2996700e-01 3.0666667e-01 -7.2385935e-01 -3.2299084e-02 3.4184905e-01 2.3509261e-01 3.8143916e+34 6.5455165e-01
3.2996700e-01 3.1333333e-01 -7.2361175e-01 -3.2273876e-02 3.4175929e-01 2.3495795e-01 3.8030528e+34 6.5455165e-01
3.2996700e-01 3.2000000e-01 -7.2335905e-01 -3.2248164e-02 3.4166765e-01 2.3482047e-01 3.7914909e+34 6.5455165e-01
3.2996700e-01 3.2666667e-01 -7.2310127e-01 -3.2221951e-02 3.4157414e-01 2.3468018e-01 3.7797074e+34 6.5455165e-01
3.2996700e-01 3.3333333e-01 -7.2283841e-01 -3.2195239e-02 3.4147875e-01 2.3453707e-01 3.7677035e+34 6.5455165e-01
3.2996700e-01 3.4000000e-01 -7.2257049e-01 -3.2168032e-02 3.4138149e-01 2.3439116e-01 3.7554807e+34 6.5455165e-01
3.2996700e-01 3.4666667e-01 -7.2229753e-01 -3.2140332e-02 3.4128237e-01 2.3424244e-01 3.7430402e+34 6.5455165e-01
3.2996700e-01 3.5333333e-01 -7.2201954e-01 -3.2112142e-02 3.4118139e-01 2.3409093e-01 3.7303836e+34 6.5455165e-01
3.2996700e-01 3.6000000e-01 -7.2173654e-01 -3.2083465e-02 3.4107856e-01 2.3393662e-01 3.7175124e+34 6.5455165e-01
3.2996700e-01 3.6666667e-01 -7.2144855e-01 -3.2054304e-02 3.4097389e-01 2.3377953e-01 3.7044279e+34 6.5455165e-01
3.2996700e-01 3.7333333e-01 -7.2115558e-01 -3.2024663e-02 3.4086738e-01 2.3361966e-01 3.6911317e+34 6.5455165e-01
3.2996700e-01 3.8000000e-01 -7.2085765e-01 -3.1994544e-02 3.4075903e-01 2.3345702e-01 3.6776253e+34 6.5455165e-01
3.2996700e-01 3.8666667e-01 -7.2055477e-01 -3.1963951e-02 3.4064886e-01 2.3329160e-01 3.6639102e+34 6.5455165e-01
3.2996700e-01 3.9333333e-01 -7.2024697e-01 -3.1932887e-02 3.4053687e-01 2.3312342e-01 3.6499881e+34 6.5455165e-01
3.2996700e-01 4.0000000e-01 -7.1993426e-01 -3.1901356e-02 3.4042307e-01 2.3295249e-01 3.6358606e+34 6.5455165e-01
3.2996700e-01 4.0666667e-01 -7.1961666e-01 -3.1869361e-02 3.4030746e-01 2.3277880e-01 3.6215291e+34 6.5455165e-01
3.2996700e-01 4.1333333e-01 -7.1929418e-01 -3.1836905e-02 3.4019005e-01 2.3260236e-01 3.6069955e+34 6.5455165e-01
3.2996700e-01 4.2000000e-01 -7.1896685e-01 -3.1803993e-02 3.4007084e-01 2.3242319e-01 3.5922612e+34 6.5455165e-01
3.2996700e-01 4.2666667e-01 -7.1863469e-01 -3.1770627e-02 3.3994984e-01 2.3224129e-01 3.5773281e+34 6.5455165e-01
3.2996700e-01 4.3333333e-01 -7.1829771e-01 -3.1736812e-02 3.3982706e-01 2.3205665e-01 3.5621978e+34 6.5455165e-01
3.2996700e-01 4.4000000e-01 -7.1795593e-01 -3.1702550e-02 3.3970249e-01 2.3186930e-01 3.5468720e+34 6.5455165e-01
3.2996700e-01 4.4666667e-01 -7.1760937e-01 -3.1667846e-02 3.3957615e-01 2.3167924e-01 3.5313524e+34 6.5455165e-01
3.2996700e-01 4.5333333e-01 -7.1725805e-01 -3.1632703e-02 3.3944803e-01 2.3148647e-01 3.5156408e+34 6.5455165e-01
3.2996700e-01 4.6000000e-01 -7.1690199e-01 -3.1597124e-02 3.3931815e-01 2.3129100e-01 3.4997390e+34 6.5455165e-01
3.2996700e-01 4.6666667e-01 -7.1654121e-01 -3.1561114e-02 3.3918650e-01 2.3109284e-01 3.4836486e+34 6.5455165e-01
3.2996700e-01 4.7333333e-01 -7.1617573e-01 -3.1524674e-02 3.3905309e-01 2.3089199e-01 3.4673716e+34 6.5455165e-01
3.2996700e-01 4.8000000e-01 -7.1580556e-01 -3.1487810e-02 3.3891792e-01 2.3068847e-01 3.4509096e+34 6.5455165e-01
3.2996700e-01 4.8666667e-01 -7.1543074e-01 -3.1450524e-02 3.3878100e-01 2.3048228e-01 3.4342646e+34 6.5455165e-01
3.2996700e-01 4.9333333e-01 -7.1505127e-01 -3.1412820e-02 3.3864232e-01 2.3027342e-01 3.4174384e+34 6.5455165e-01
3.2996700e-01 5.0000000e-01 -7.1466718e-01 -3.1374701e-02 3.3850189e-01 2.3006191e-01 3.4004327e+34 6.5455165e-01
3.2996700e-01 5.0666667e-01 -7.1427850e-01 -3.1336170e-02 3.3835971e-01 2.2984775e-01 3.3832496e+34 6.5455165e-01
3.2996700e-01 5.1333333e-01 -7.1388523e-01 -3.1297230e-02 3.3821578e-01 2.2963095e-01 3.3658908e+34 6.5455165e-01
3.2996700e-01 5.2000000e-01 -7.1348740e-01 -3.1257886e-02 3.3807011e-01 2.2941152e-01 3.3483583e+34 6.5455165e-01
3.2996700e-01 5.2666667e-01 -7.1308504e-01 -3.1218140e-02 3.3792269e-01 2.2918947e-01 3.3306540e+34 6.5455165e-01
3.2996700e-01 5.3333333e-01 -7.1267815e-01 -3.1177995e-02 3.3777354e-01 2.2896480e-01 3.3127798e+34 6.5455165e-01
3.2996700e-01 5.4000000e-01 -7.1226678e-01 -3.1137455e-02 3.3762265e-01 2.2873752e-01 3.2947377e+34 6.5455165e-01
3.2996700e-01 5.4666667e-01 -7.1185093e-01 -3.1096523e-02 3.3747004e-01 2.2850764e-01 3.2765297e+34 6.5455165e-01
3.2996700e-01 5.5333333e-01 -7.1143063e-01 -3.1055202e-02 3.3731569e-01 2.2827517e-01 3.2581577e+34 6.5455165e-01
3.2996700e-01 5.6000000e-01 -7.1100590e-01 -3.1013495e-02 3.3715962e-01 2.2804012e-01 3.2396237e+34 6.5455165e-01
3.2996700e-01 5.6666667e-01 -7.1057676e-01 -3.0971407e-02 3.3700184e-01 2.2780249e-01 3.2209299e+34 6.5455165e-01
3.2996700e-01 5.7333333e-01 -7.1014325e-01 -3.0928939e-02 3.3684234e-01 2.2756230e-01 3.2020782e+34 6.5455165e-01
3.2996700e-01 5.8000000e-01 -7.0970537e-01 -3.0886097e-02 3.3668115e-01 2.2731955e-01 3.1830708e+34 6.5455165e-01
3.2996700e-01 5.8666667e-01 -7.0926316e-01 -3.0842883e-02 3.3651826e-01 2.2707425e-01 3.1639098e+34 6.5455165e-01
3.2996700e-01 5.9333333e-01 -7.0881665e-01 -3.0799301e-02 3.3635368e-01 2.2682641e-01 3.1445972e+34 6.5455165e-01
3.2996700e-01 6.0000000e-01 -7.0836584e-01 -3.0755356e-02 3.3618742e-01 2.2657604e-01 3.1251353e+34 6.5455165e-01
3.2996700e-01 6.0666667e-01 -7.0791078e-01 -3.0711051e-02 3.3601950e-01 2.2632315e-01 3.1055262e+34 6.5455165e-01
3.2996700e-01 6.1333333e-01 -7.0745148e-01 -3.0666390e-02 3.3584992e-01 2.2606774e-01 3.0857721e+34 6.5455165e-01
3.2996700e-01 6.2000000e-01 -7.0698797e-01 -3.0621377e-02 3.3567870e-01 2.2580984e-01 3.0658752e+34 6.5455165e-01
3.2996700e-01 6.2666667e-01 -7.0652027e-01 -3.0576018e-02 3.3550584e-01 2.2554944e-01 3.0458378e+34 6.5455165e-01
3.2996700e-01 6.3333333e-01 -7.0604843e-01 -3.0530317e-02 3.3533137e-01 2.2528655e-01 3.0256622e+34 6.5455165e-01
3.2996700e-01 6.4000000e-01 -7.0557245e-01 -3.0484279e-02 3.3515528e-01 2.2502120e-01 3.0053506e+34 6.5455165e-01
3.2996700e-01 6.4666667e-01 -7.0509237e-01 -3.0437908e-02 3.3497760e-01 2.2475338e-01 2.9849054e+34 6.5455165e-01
3.2996700e-01 6.5333333e-01 -7.0460821e-01 -3.0391210e-02 3.3479833e-01 2.2448310e-01 2.9643288e+34 6.5455165e-01
3.2996700e-01 6.6000000e-01 -7.0412000e-01 -3.0344189e-02 3.3461749e-01 2.2421039e-01 2.9436232e+34 6.5455165e-01
3.2996700e-01 6.6666667e-01 -7.0362777e-01 -3.0296852e-02 3.3443509e-01 2.2393523e-01 2.9227910e+34 6.5455165e-01
3.2996700e-01 6.7333333e-01 -7.0313155e-01 -3.0249204e-02 3.3425114e-01 2.2365766e-01 2.9018345e+34 6.5455165e-01
3.2996700e-01 6.8000000e-01 -7.0263137e-01 -3.0201249e-02 3.3406565e-01 2.2337768e-01 2.8807561e+34 6.5455165e-01
3.2996700e-01 6.8666667e-01 -7.0212724e-01 -3.0152994e-02 3.3387862e-01 2.2309529e-01 2.8595582e+34 6.5455165e-01
3.2996700e-01 6.9333333e-01 -7.0161920e-01 -3.0104444e-02 3.3369006e-01 2.2281052e-01 2.8382432e+34 6.5455165e-01
3.2996700e-01 7.0000000e-01 -7.0110728e-01 -3.0055605e-02 3.3349998e-01 2.2252337e-01 2.8168134e+34 6.5455165e-01
3.2996700e-01 7.0666667e-01 -7.0059150e-01 -3.0006480e-02 3.3330838e-01 2.2223385e-01 2.7952712e+34 6.5455165e-01
3.2996700e-01 7.1333333e-01 -7.0007189e-01 -2.9957077e-02 3.3311527e-01 2.2194198e-01 2.7736191e+34 6.5455165e-01
3.2996700e-01 7.2000000e-01 -6.9954848e-01 -2.9907399e-02 3.3292065e-01 2.2164776e-01 2.7518594e+34 6.5455165e-01
3.2996700e-01 7.2666667e-01 -6.9902128e-01 -2.9857451e-02 3.3272451e-01 2.2135121e-01 2.7299945e+34 6.5455165e-01
3.2996700e-01 7.3333333e-01 -6.9849034e-01 -2.9807238e-02 3.3252685e-01 2.2105234e-01 2.7080268e+34 6.5455165e-01
3.2996700e-01 7.4000000e-01 -6.9795568e-01 -2.9756764e-02 3.3232768e-01 2.2075116e-01 2.6859587e+34 6.5455165e-01
3.2996700e-01 7.4666667e-01 -6.9741731e-01 -2.9706032e-02 3.3212698e-01 2.2044769e-01 2.6637926e+34 6.5455165e-01
3.2996700e-01 7.5333333e-01 -6.9687527e-01 -2.9655046e-02 3.3192476e-01 2.2014193e-01 2.6415307e+34 6.5455165e-01
3.2996700e-01 7.6000000e-01 -6.9632959e-01 -2.9603809e-02 3.3172101e-01 2.1983389e-01 2.6191756e+34 6.5455165e-01
3.2996700e-01 7.6666667e-01 -6.9578028e-01 -2.9552323e-02 3.3151572e-01 2.1952360e-01 2.5967295e+34 6.5455165e-01
3.2996700e-01 7.7333333e-01 -6.9522738e-01 -2.9500591e-02 3.3130891e-01 2.1921105e-01 2.5741949e+34 6.5455165e-01
3.2996700e-01 7.8000000e-01 -6.9467092e-01 -2.9448616e-02 3.3110056e-01 2.1889627e-01 2.5515742e+34 6.5455165e-01
3.2996700e-01 7.8666667e-01 -6.9411091e-01 -2.9396397e-02 3.3089068e-01 2.1857926e-01 2.5288697e+34 6.5455165e-01
3.2996700e-01 7.9333333e-01 -6.9354739e-01 -2.9343939e-02 3.3067928e-01 2.1826004e-01 2.5060840e+34 6.5455165e-01
3.2996700e-01 8.0000000e-01 -6.9298038e-01 -2.9291241e-02 3.3046636e-01 2.1793861e-01 2.4832194e+34 6.5455165e-01
3.2996700e-01 8.0666667e-01 -6.9240992e-01 -2.9238306e-02 3.3025194e-01 2.1761499e-01 2.4602785e+34 6.5455165e-01
3.2996700e-01 8.1333333e-01 -6.9183603e-01 -2.9185136e-02 3.3003603e-01 2.1728920e-01 2.4372637e+34 6.5455165e-01
3.2996700e-01 8.2000000e-01 -6.9125874e-01 -2.9131733e-02 3.2981865e-01 2.1696123e-01 2.4141777e+34 6.5455165e-01
3.2996700e-01 8.2666667e-01 -6.9067809e-01 -2.9078100e-02 3.2959984e-01 2.1663111e-01 2.3910231e+34 6.5455165e-01
3.2996700e-01 8.3333333e-01 -6.9009410e-01 -2.9024241e-02 3.2937961e-01 2.1629885e-01 2.3678025e+34 6.5455165e-01
3.2996700e-01 8.4000000e-01 -6.8950682e-01 -2.8970160e-02 3.2915800e-01 2.1596445e-01 2.3445189e+34 6.5455165e-01
3.2996700e-01 8.4666667e-01 -6.8891627e-01 -2.8915863e-02 3.2893505e-01 2.1562794e-01 2.3211749e+34 6.5455165e-01
3.2996700e-01 8.5333333e-01 -6.8832249e-01 -2.8861358e-02 3.2871079e-01 2.1528933e-01 2.2977735e+34 6.5455165e-01
3.2996700e-01 8.6000000e-01 -6.8772552e-01 -2.8806653e-02 3.2848525e-01 2.1494863e-01 2.2743171e+34 6.5455165e-01
3.2996700e-01 8.6666667e-01 -6.8712538e-01 -2.8751758e-02 3.2825847e-01 2.1460585e-01 2.2508088e+34 6.5455165e-01
3.2996700e-01 8.7333333e-01 -6.8652211e-01 -2.8696684e-02 3.2803047e-01 2.1426102e-01 2.2272512e+34 6.5455165e-01
3.2996700e-01 8.8000000e-01 -6.8591574e-01 -2.8641444e-02 3.2780126e-01 2.1391415e-01 2.2036471e+34 6.5455165e-01
3.2996700e-01 8.8666667e-01 -6.8530631e-01 -2.8586052e-02 3.2757086e-01 2.1356525e-01 2.1799994e+34 6.5455165e-01
3.2996700e-01 8.9333333e-01 -6.8469383e-01 -2.8530520e-02 3.2733925e-01 2.1321436e-01 2.1563106e+34 6.5455165e-01
3.2996700e-01 9.0000000e-01 -6.8407834e-01 -2.8474862e-02 3.2710640e-01 2.1286148e-01 2.1325833e+34 6.5455165e-01
3.2996700e-01 9.0666667e-01 -6.8345983e-01 -2.8419089e-02 3.2687227e-01 2.1250663e-01 2.1088199e+34 6.5455165e-01
3.2996700e-01 9.1333333e-01 -6.8283833e-01 -2.8363208e-02 3.2663678e-01 2.1214985e-01 2.0850226e+34 6.5455165e-01
3.2996700e-01 9.2000000e-01 -6.8221383e-01 -2.8307221e-02 3.2639985e-01 2.1179114e-01 2.0611933e+34 6.5455165e-01
3.2996700e-01 9.2666667e-01 -6.8158633e-01 -2.8251119e-02 3.2616136e-01 2.1143051e-01 2.0373333e+34 6.5455165e-01
3.2996700e-01 9.3333333e-01 -6.8095580e-01 -2.8194881e-02 3.2592118e-01 2.1106799e-01 2.0134436e+34 6.5455165e-01
3.2996700e-01 9.4000000e-01 -6.8032221e-01 -2.8138470e-02 3.2567920e-01 2.1070358e-01 1.9895246e+34 6.5455165e-01
3.2996700e-01 9.4666667e-01 -6.7968554e-01 -2.8081823e-02 3.2543529e-01 2.1033728e-01 1.9655758e+34 6.5455165e-01
3.2996700e-01 9.5333333e-01 -6.7904571e-01 -2.8024847e-02 3.2518939e-01 2.0996907e-01 1.9415960e+34 6.5455165e-01
3.2996700e-01 9.6000000e-01 -6.7840269e-01 -2.7967408e-02 3.2494150e-01 2.0959892e-01 1.9175829e+34 6.5455165e-01
3.2996700e-01 9.6666667e-01 -6.7775639e-01 -2.7909323e-02 3.2469174e-01 2.0922678e-01 1.8935331e+34 6.5455165e-01
3.2996700e-01 9.7333333e-01 -6.7710675e-01 -2.7850341e-02 3.2444043e-01 2.0885257e-01 1.8694416e+34 6.5455165e-01
3.2996700e-01 9.8000000e-01 -6.7645370e-01 -2.7790135e-02 3.2418814e-01 2.0847617e-01 1.8453023e+34 6.5455165e-01
3.2996700e-01 9.8666667e-01 -6.7579721e-01 -2.7728276e-02 3.2393584e-01 2.0809742e-01 1.8211070e+34 6.5455165e-01
3.2996700e-01 9.9333333e-01 -6.7513725e-01 -2.7664214e-02 3.2368549e-01 2.0771609e-01 1.7968460e+34 6.5455165e-01
3.2996700e-01 1.0000000e+00 -6.7447384e-01 -2.7597252e-02 3.2343830e-01 2.0733189e-01 1.7725073e+34 6.5455165e-01
3.3330000e-01 0.0000000e+00 -7.2440762e-01 -3.2278212e-02 3.4157208e-01 2.3570829e-01 3.9318539e+34 6.5455165e-01
3.3330000e-01 6.6666667e-03 -7.2440485e-01 -3.2277929e-02 3.4157066e-01 2.3570679e-01 3.9317259e+34 6.5455165e-01
3.3330000e-01 1.3333333e-02 -7.2439654e-01 -3.2277080e-02 3.4156768e-01 2.3570228e-01 3.9313417e+34 6.5455165e-01
3.3330000e-01 2.0000000e-02 -7.2438268e-01 -3.2275664e-02 3.4156266e-01 2.3569476e-01 3.9307014e+34 6.5455165e-01
3.3330000e-01 2.6666667e-02 -7.2436329e-01 -3.2273683e-02 3.4155563e-01 2.3568423e-01 3.9298052e+34 6.5455165e-01
3.3330000e-01 3.3333333e-02 -7.2433835e-01 -3.2271136e-02 3.4154660e-01 2.3567070e-01 3.9286531e+34 6.5455165e-01
3.3330000e-01 4.0000000e-02 -7.2430787e-01 -3.2268024e-02 3.4153557e-01 2.3565416e-01 3.9272453e+34 6.5455165e-01
3.3330000e-01 4.6666667e-02 -7.2427186e-01 -3.2264348e-02 3.4152253e-01 2.3563462e-01 3.9255819e+34 6.5455165e-01
3.3330000e-01 5.3333333e-02 -7.2423032e-01 -3.2260107e-02 3.4150749e-01 2.3561207e-01 3.9236632e+34 6.5455165e-01
3.3330000e-01 6.0000000e-02 -7.2418324e-01 -3.2255303e-02 3.4149046e-01 2.3558651e-01 3.9214894e+34 6.5455165e-01
3.3330000e-01 6.6666667e-02 -7.2413064e-01 -3.2249936e-02 3.4147142e-01 2.3555796e-01 3.9190608e+34 6.5455165e-01
3.3330000e-01 7.3333333e-02 -7.2407251e-01 -3.2244007e-02 3.4145039e-01 2.3552640e-01 3.9163777e+34 6.5455165e-01
3.3330000e-01 8.0000000e-02 -7.2400886e-01 -3.2237517e-02 3.4142737e-01 2.3549184e-01 3.9134405e+34 6.5455165e-01
