
-------------------------------------------------------------------------------
eosDaniela/eosSLy4,  MDIVxSDIV=151x301,  accuracy=1e-06
-------------------------------------------------------------------------------
   rho_c        M         M_0         R         Omega      Omega_p       T/W           C*J/GM_s^2      I        h_plus       h_minus       Z_p      Z_b        Z_f       omega_c/Omega   r_e     r_ratio     Omega_pa    Omega+    u_phi    r_plus     r_minus    exp_gamma_eq    exp_gamma_plus    exp_gamma_minus    conv_rad    conv_plus    conv_minus  chi    q    Mgeom    M2_geom   Jgeom   S3_geom    M2_asy    M2    S3_asy    S3    B0_geom    B0/M^2    M2^GH_geom   S3^GH_geom   M4_geom   M4_asy^GH_geom   B2/M^4   S5_geom  B2_asy/M^4   M4_asy_geom   S5_asy_geom  M4_geom_2points  M4_geom_3points  M4_geom_4points
-------------------------------------------------------------------------------
9.47690e+14 1.44321e+00 1.58803e+00 1.25687e+01 4.46667e-01 9.79249e-01 3.68720e-02 7.93277e-01 1.56082e+00 0.00000e+00 3.69871e+00 2.60399e-01 5.60027e-01 -2.29901e-02 4.59088e-01 1.02897e+01 8.68130e-01 9.79249e-01 9.79249e-01 4.64620e+00 0.00000e+00 1.40355e+01 9.89792e-01 1.00000e+00 9.94554e-01 1.22149e+00 1.00000e+00 1.15902e+00 3.80862e-01 -6.59515e-01 2.12925e+00 -6.36257e+00 1.72671e+00 -1.02562e+01 -8.57440e+01 -8.56905e+01 -4.14412e-01 -4.14099e-01 -1.06380e+00 -2.34643e-01 -6.56023e+00 -1.05447e+01 6.43619e+01 9.28440e+01 8.30907e-02 -8.54735e+03 7.25440e+05 9.08395e+01 -6.10506e+07 4.71651e+01 4.60728e+01 4.57492e+01 
---------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------
r/(r+r_e)  cos(theta)     rho        gamma      alpha      omega     pressure   Omega
3.2996700e-01 8.0000000e-02 -6.9395793e-01 -3.4052751e-02 3.2854009e-01 1.5472719e-01 4.8993363e+34 4.4666733e-01
3.2996700e-01 8.6666667e-02 -6.9393623e-01 -3.4050236e-02 3.2853218e-01 1.5471923e-01 4.8981920e+34 4.4666733e-01
3.2996700e-01 9.3333333e-02 -6.9391279e-01 -3.4047523e-02 3.2852365e-01 1.5471063e-01 4.8969566e+34 4.4666733e-01
3.2996700e-01 1.0000000e-01 -6.9388763e-01 -3.4044612e-02 3.2851450e-01 1.5470140e-01 4.8956300e+34 4.4666733e-01
3.2996700e-01 1.0666667e-01 -6.9386074e-01 -3.4041503e-02 3.2850472e-01 1.5469152e-01 4.8942125e+34 4.4666733e-01
3.2996700e-01 1.1333333e-01 -6.9383212e-01 -3.4038198e-02 3.2849432e-01 1.5468102e-01 4.8927040e+34 4.4666733e-01
3.2996700e-01 1.2000000e-01 -6.9380177e-01 -3.4034696e-02 3.2848330e-01 1.5466987e-01 4.8911046e+34 4.4666733e-01
3.2996700e-01 1.2666667e-01 -6.9376969e-01 -3.4030999e-02 3.2847166e-01 1.5465809e-01 4.8894144e+34 4.4666733e-01
3.2996700e-01 1.3333333e-01 -6.9373589e-01 -3.4027106e-02 3.2845939e-01 1.5464568e-01 4.8876335e+34 4.4666733e-01
3.2996700e-01 1.4000000e-01 -6.9370036e-01 -3.4023018e-02 3.2844651e-01 1.5463263e-01 4.8857620e+34 4.4666733e-01
3.2996700e-01 1.4666667e-01 -6.9366310e-01 -3.4018736e-02 3.2843301e-01 1.5461894e-01 4.8837999e+34 4.4666733e-01
3.2996700e-01 1.5333333e-01 -6.9362413e-01 -3.4014259e-02 3.2841889e-01 1.5460462e-01 4.8817473e+34 4.4666733e-01
3.2996700e-01 1.6000000e-01 -6.9358343e-01 -3.4009588e-02 3.2840415e-01 1.5458966e-01 4.8796044e+34 4.4666733e-01
3.2996700e-01 1.6666667e-01 -6.9354100e-01 -3.4004723e-02 3.2838879e-01 1.5457407e-01 4.8773711e+34 4.4666733e-01
3.2996700e-01 1.7333333e-01 -6.9349686e-01 -3.3999664e-02 3.2837280e-01 1.5455784e-01 4.8750475e+34 4.4666733e-01
3.2996700e-01 1.8000000e-01 -6.9345099e-01 -3.3994411e-02 3.2835620e-01 1.5454098e-01 4.8726337e+34 4.4666733e-01
3.2996700e-01 1.8666667e-01 -6.9340341e-01 -3.3988964e-02 3.2833897e-01 1.5452348e-01 4.8701298e+34 4.4666733e-01
3.2996700e-01 1.9333333e-01 -6.9335410e-01 -3.3983324e-02 3.2832111e-01 1.5450535e-01 4.8675359e+34 4.4666733e-01
3.2996700e-01 2.0000000e-01 -6.9330307e-01 -3.3977489e-02 3.2830263e-01 1.5448659e-01 4.8648520e+34 4.4666733e-01
3.2996700e-01 2.0666667e-01 -6.9325032e-01 -3.3971460e-02 3.2828353e-01 1.5446719e-01 4.8620781e+34 4.4666733e-01
3.2996700e-01 2.1333333e-01 -6.9319586e-01 -3.3965237e-02 3.2826380e-01 1.5444715e-01 4.8592145e+34 4.4666733e-01
3.2996700e-01 2.2000000e-01 -6.9313967e-01 -3.3958820e-02 3.2824343e-01 1.5442649e-01 4.8562610e+34 4.4666733e-01
3.2996700e-01 2.2666667e-01 -6.9308177e-01 -3.3952208e-02 3.2822244e-01 1.5440519e-01 4.8532178e+34 4.4666733e-01
3.2996700e-01 2.3333333e-01 -6.9302215e-01 -3.3945400e-02 3.2820081e-01 1.5438325e-01 4.8500850e+34 4.4666733e-01
3.2996700e-01 2.4000000e-01 -6.9296081e-01 -3.3938397e-02 3.2817855e-01 1.5436069e-01 4.8468627e+34 4.4666733e-01
3.2996700e-01 2.4666667e-01 -6.9289776e-01 -3.3931199e-02 3.2815566e-01 1.5433749e-01 4.8435508e+34 4.4666733e-01
3.2996700e-01 2.5333333e-01 -6.9283299e-01 -3.3923804e-02 3.2813213e-01 1.5431366e-01 4.8401496e+34 4.4666733e-01
3.2996700e-01 2.6000000e-01 -6.9276650e-01 -3.3916214e-02 3.2810797e-01 1.5428919e-01 4.8366590e+34 4.4666733e-01
3.2996700e-01 2.6666667e-01 -6.9269830e-01 -3.3908426e-02 3.2808317e-01 1.5426410e-01 4.8330792e+34 4.4666733e-01
3.2996700e-01 2.7333333e-01 -6.9262839e-01 -3.3900442e-02 3.2805773e-01 1.5423837e-01 4.8294102e+34 4.4666733e-01
3.2996700e-01 2.8000000e-01 -6.9255676e-01 -3.3892262e-02 3.2803166e-01 1.5421201e-01 4.8256523e+34 4.4666733e-01
3.2996700e-01 2.8666667e-01 -6.9248342e-01 -3.3883884e-02 3.2800495e-01 1.5418502e-01 4.8218054e+34 4.4666733e-01
3.2996700e-01 2.9333333e-01 -6.9240837e-01 -3.3875309e-02 3.2797761e-01 1.5415740e-01 4.8178697e+34 4.4666733e-01
3.2996700e-01 3.0000000e-01 -6.9233161e-01 -3.3866536e-02 3.2794963e-01 1.5412914e-01 4.8138453e+34 4.4666733e-01
3.2996700e-01 3.0666667e-01 -6.9225314e-01 -3.3857567e-02 3.2792102e-01 1.5410026e-01 4.8097324e+34 4.4666733e-01
3.2996700e-01 3.1333333e-01 -6.9217296e-01 -3.3848401e-02 3.2789178e-01 1.5407075e-01 4.8055311e+34 4.4666733e-01
3.2996700e-01 3.2000000e-01 -6.9209108e-01 -3.3839038e-02 3.2786190e-01 1.5404060e-01 4.8012415e+34 4.4666733e-01
3.2996700e-01 3.2666667e-01 -6.9200749e-01 -3.3829478e-02 3.2783140e-01 1.5400983e-01 4.7968637e+34 4.4666733e-01
3.2996700e-01 3.3333333e-01 -6.9192220e-01 -3.3819722e-02 3.2780028e-01 1.5397843e-01 4.7923981e+34 4.4666733e-01
3.2996700e-01 3.4000000e-01 -6.9183521e-01 -3.3809771e-02 3.2776853e-01 1.5394639e-01 4.7878447e+34 4.4666733e-01
3.2996700e-01 3.4666667e-01 -6.9174652e-01 -3.3799625e-02 3.2773616e-01 1.5391373e-01 4.7832036e+34 4.4666733e-01
3.2996700e-01 3.5333333e-01 -6.9165613e-01 -3.3789284e-02 3.2770318e-01 1.5388044e-01 4.7784752e+34 4.4666733e-01
3.2996700e-01 3.6000000e-01 -6.9156405e-01 -3.3778749e-02 3.2766958e-01 1.5384653e-01 4.7736596e+34 4.4666733e-01
3.2996700e-01 3.6666667e-01 -6.9147027e-01 -3.3768022e-02 3.2763536e-01 1.5381198e-01 4.7687570e+34 4.4666733e-01
3.2996700e-01 3.7333333e-01 -6.9137481e-01 -3.3757103e-02 3.2760054e-01 1.5377681e-01 4.7637676e+34 4.4666733e-01
3.2996700e-01 3.8000000e-01 -6.9127765e-01 -3.3745992e-02 3.2756511e-01 1.5374101e-01 4.7586916e+34 4.4666733e-01
3.2996700e-01 3.8666667e-01 -6.9117881e-01 -3.3734691e-02 3.2752908e-01 1.5370458e-01 4.7535292e+34 4.4666733e-01
3.2996700e-01 3.9333333e-01 -6.9107829e-01 -3.3723201e-02 3.2749245e-01 1.5366753e-01 4.7482807e+34 4.4666733e-01
3.2996700e-01 4.0000000e-01 -6.9097609e-01 -3.3711523e-02 3.2745521e-01 1.5362985e-01 4.7429463e+34 4.4666733e-01
3.2996700e-01 4.0666667e-01 -6.9087221e-01 -3.3699658e-02 3.2741738e-01 1.5359155e-01 4.7375261e+34 4.4666733e-01
3.2996700e-01 4.1333333e-01 -6.9076665e-01 -3.3687606e-02 3.2737895e-01 1.5355262e-01 4.7320206e+34 4.4666733e-01
3.2996700e-01 4.2000000e-01 -6.9065942e-01 -3.3675369e-02 3.2733992e-01 1.5351306e-01 4.7264297e+34 4.4666733e-01
3.2996700e-01 4.2666667e-01 -6.9055052e-01 -3.3662949e-02 3.2730029e-01 1.5347288e-01 4.7207539e+34 4.4666733e-01
3.2996700e-01 4.3333333e-01 -6.9043994e-01 -3.3650345e-02 3.2726007e-01 1.5343208e-01 4.7149932e+34 4.4666733e-01
3.2996700e-01 4.4000000e-01 -6.9032770e-01 -3.3637558e-02 3.2721925e-01 1.5339066e-01 4.7091480e+34 4.4666733e-01
3.2996700e-01 4.4666667e-01 -6.9021380e-01 -3.3624591e-02 3.2717783e-01 1.5334861e-01 4.7032185e+34 4.4666733e-01
3.2996700e-01 4.5333333e-01 -6.9009823e-01 -3.3611442e-02 3.2713581e-01 1.5330594e-01 4.6972048e+34 4.4666733e-01
3.2996700e-01 4.6000000e-01 -6.8998100e-01 -3.3598113e-02 3.2709319e-01 1.5326265e-01 4.6911071e+34 4.4666733e-01
3.2996700e-01 4.6666667e-01 -6.8986210e-01 -3.3584605e-02 3.2704997e-01 1.5321873e-01 4.6849257e+34 4.4666733e-01
3.2996700e-01 4.7333333e-01 -6.8974155e-01 -3.3570917e-02 3.2700613e-01 1.5317420e-01 4.6786608e+34 4.4666733e-01
3.2996700e-01 4.8000000e-01 -6.8961935e-01 -3.3557051e-02 3.2696169e-01 1.5312905e-01 4.6723126e+34 4.4666733e-01
3.2996700e-01 4.8666667e-01 -6.8949548e-01 -3.3543005e-02 3.2691663e-01 1.5308327e-01 4.6658812e+34 4.4666733e-01
3.2996700e-01 4.9333333e-01 -6.8936996e-01 -3.3528781e-02 3.2687095e-01 1.5303688e-01 4.6593668e+34 4.4666733e-01
3.2996700e-01 5.0000000e-01 -6.8924279e-01 -3.3514378e-02 3.2682465e-01 1.5298987e-01 4.6527697e+34 4.4666733e-01
3.2996700e-01 5.0666667e-01 -6.8911397e-01 -3.3499796e-02 3.2677772e-01 1.5294224e-01 4.6460900e+34 4.4666733e-01
3.2996700e-01 5.1333333e-01 -6.8898350e-01 -3.3485035e-02 3.2673017e-01 1.5289399e-01 4.6393278e+34 4.4666733e-01
3.2996700e-01 5.2000000e-01 -6.8885137e-01 -3.3470095e-02 3.2668198e-01 1.5284512e-01 4.6324833e+34 4.4666733e-01
3.2996700e-01 5.2666667e-01 -6.8871760e-01 -3.3454974e-02 3.2663316e-01 1.5279564e-01 4.6255568e+34 4.4666733e-01
3.2996700e-01 5.3333333e-01 -6.8858219e-01 -3.3439672e-02 3.2658370e-01 1.5274554e-01 4.6185484e+34 4.4666733e-01
3.2996700e-01 5.4000000e-01 -6.8844512e-01 -3.3424190e-02 3.2653361e-01 1.5269483e-01 4.6114582e+34 4.4666733e-01
3.2996700e-01 5.4666667e-01 -6.8830641e-01 -3.3408526e-02 3.2648287e-01 1.5264350e-01 4.6042865e+34 4.4666733e-01
3.2996700e-01 5.5333333e-01 -6.8816606e-01 -3.3392679e-02 3.2643149e-01 1.5259155e-01 4.5970334e+34 4.4666733e-01
3.2996700e-01 5.6000000e-01 -6.8802407e-01 -3.3376649e-02 3.2637948e-01 1.5253899e-01 4.5896991e+34 4.4666733e-01
3.2996700e-01 5.6666667e-01 -6.8788044e-01 -3.3360436e-02 3.2632682e-01 1.5248582e-01 4.5822838e+34 4.4666733e-01
3.2996700e-01 5.7333333e-01 -6.8773517e-01 -3.3344039e-02 3.2627353e-01 1.5243203e-01 4.5747878e+34 4.4666733e-01
3.2996700e-01 5.8000000e-01 -6.8758826e-01 -3.3327458e-02 3.2621961e-01 1.5237763e-01 4.5672112e+34 4.4666733e-01
3.2996700e-01 5.8666667e-01 -6.8743973e-01 -3.3310693e-02 3.2616506e-01 1.5232261e-01 4.5595544e+34 4.4666733e-01
3.2996700e-01 5.9333333e-01 -6.8728956e-01 -3.3293743e-02 3.2610988e-01 1.5226699e-01 4.5518175e+34 4.4666733e-01
3.2996700e-01 6.0000000e-01 -6.8713776e-01 -3.3276609e-02 3.2605409e-01 1.5221075e-01 4.5440008e+34 4.4666733e-01
3.2996700e-01 6.0666667e-01 -6.8698435e-01 -3.3259291e-02 3.2599769e-01 1.5215390e-01 4.5361045e+34 4.4666733e-01
3.2996700e-01 6.1333333e-01 -6.8682930e-01 -3.3241789e-02 3.2594069e-01 1.5209644e-01 4.5281291e+34 4.4666733e-01
3.2996700e-01 6.2000000e-01 -6.8667265e-01 -3.3224105e-02 3.2588309e-01 1.5203837e-01 4.5200748e+34 4.4666733e-01
3.2996700e-01 6.2666667e-01 -6.8651437e-01 -3.3206240e-02 3.2582490e-01 1.5197969e-01 4.5119419e+34 4.4666733e-01
3.2996700e-01 6.3333333e-01 -6.8635449e-01 -3.3188194e-02 3.2576613e-01 1.5192040e-01 4.5037307e+34 4.4666733e-01
3.2996700e-01 6.4000000e-01 -6.8619300e-01 -3.3169970e-02 3.2570680e-01 1.5186050e-01 4.4954417e+34 4.4666733e-01
3.2996700e-01 6.4666667e-01 -6.8602991e-01 -3.3151569e-02 3.2564690e-01 1.5179999e-01 4.4870751e+34 4.4666733e-01
3.2996700e-01 6.5333333e-01 -6.8586522e-01 -3.3132993e-02 3.2558644e-01 1.5173888e-01 4.4786314e+34 4.4666733e-01
3.2996700e-01 6.6000000e-01 -6.8569893e-01 -3.3114244e-02 3.2552543e-01 1.5167716e-01 4.4701110e+34 4.4666733e-01
3.2996700e-01 6.6666667e-01 -6.8553106e-01 -3.3095325e-02 3.2546388e-01 1.5161483e-01 4.4615141e+34 4.4666733e-01
3.2996700e-01 6.7333333e-01 -6.8536160e-01 -3.3076239e-02 3.2540178e-01 1.5155190e-01 4.4528412e+34 4.4666733e-01
3.2996700e-01 6.8000000e-01 -6.8519055e-01 -3.3056986e-02 3.2533913e-01 1.5148836e-01 4.4440927e+34 4.4666733e-01
3.2996700e-01 6.8666667e-01 -6.8501792e-01 -3.3037571e-02 3.2527595e-01 1.5142422e-01 4.4352689e+34 4.4666733e-01
3.2996700e-01 6.9333333e-01 -6.8484372e-01 -3.3017995e-02 3.2521221e-01 1.5135948e-01 4.4263702e+34 4.4666733e-01
3.2996700e-01 7.0000000e-01 -6.8466795e-01 -3.2998260e-02 3.2514793e-01 1.5129414e-01 4.4173970e+34 4.4666733e-01
3.2996700e-01 7.0666667e-01 -6.8449060e-01 -3.2978369e-02 3.2508309e-01 1.5122820e-01 4.4083495e+34 4.4666733e-01
3.2996700e-01 7.1333333e-01 -6.8431168e-01 -3.2958324e-02 3.2501768e-01 1.5116165e-01 4.3992282e+34 4.4666733e-01
3.2996700e-01 7.2000000e-01 -6.8413119e-01 -3.2938125e-02 3.2495170e-01 1.5109451e-01 4.3900332e+34 4.4666733e-01
3.2996700e-01 7.2666667e-01 -6.8394913e-01 -3.2917774e-02 3.2488512e-01 1.5102678e-01 4.3807648e+34 4.4666733e-01
3.2996700e-01 7.3333333e-01 -6.8376551e-01 -3.2897271e-02 3.2481793e-01 1.5095844e-01 4.3714232e+34 4.4666733e-01
3.2996700e-01 7.4000000e-01 -6.8358032e-01 -3.2876616e-02 3.2475013e-01 1.5088951e-01 4.3620087e+34 4.4666733e-01
3.2996700e-01 7.4666667e-01 -6.8339356e-01 -3.2855808e-02 3.2468168e-01 1.5081998e-01 4.3525215e+34 4.4666733e-01
3.2996700e-01 7.5333333e-01 -6.8320523e-01 -3.2834845e-02 3.2461259e-01 1.5074986e-01 4.3429615e+34 4.4666733e-01
3.2996700e-01 7.6000000e-01 -6.8301534e-01 -3.2813726e-02 3.2454282e-01 1.5067915e-01 4.3333291e+34 4.4666733e-01
3.2996700e-01 7.6666667e-01 -6.8282387e-01 -3.2792448e-02 3.2447238e-01 1.5060784e-01 4.3236241e+34 4.4666733e-01
3.2996700e-01 7.7333333e-01 -6.8263083e-01 -3.2771008e-02 3.2440124e-01 1.5053594e-01 4.3138468e+34 4.4666733e-01
3.2996700e-01 7.8000000e-01 -6.8243621e-01 -3.2749401e-02 3.2432939e-01 1.5046344e-01 4.3039972e+34 4.4666733e-01
3.2996700e-01 7.8666667e-01 -6.8224002e-01 -3.2727624e-02 3.2425684e-01 1.5039036e-01 4.2940753e+34 4.4666733e-01
3.2996700e-01 7.9333333e-01 -6.8204226e-01 -3.2705671e-02 3.2418359e-01 1.5031668e-01 4.2840812e+34 4.4666733e-01
3.2996700e-01 8.0000000e-01 -6.8184292e-01 -3.2683538e-02 3.2410964e-01 1.5024240e-01 4.2740151e+34 4.4666733e-01
3.2996700e-01 8.0666667e-01 -6.8164201e-01 -3.2661222e-02 3.2403499e-01 1.5016754e-01 4.2638769e+34 4.4666733e-01
3.2996700e-01 8.1333333e-01 -6.8143953e-01 -3.2638716e-02 3.2395968e-01 1.5009208e-01 4.2536668e+34 4.4666733e-01
3.2996700e-01 8.2000000e-01 -6.8123547e-01 -3.2616020e-02 3.2388372e-01 1.5001602e-01 4.2433851e+34 4.4666733e-01
3.2996700e-01 8.2666667e-01 -6.8102985e-01 -3.2593129e-02 3.2380715e-01 1.4993938e-01 4.2330320e+34 4.4666733e-01
3.2996700e-01 8.3333333e-01 -6.8082266e-01 -3.2570043e-02 3.2372999e-01 1.4986214e-01 4.2226078e+34 4.4666733e-01
3.2996700e-01 8.4000000e-01 -6.8061392e-01 -3.2546762e-02 3.2365229e-01 1.4978431e-01 4.2121130e+34 4.4666733e-01
3.2996700e-01 8.4666667e-01 -6.8040363e-01 -3.2523291e-02 3.2357409e-01 1.4970588e-01 4.2015481e+34 4.4666733e-01
3.2996700e-01 8.5333333e-01 -6.8019179e-01 -3.2499632e-02 3.2349542e-01 1.4962686e-01 4.1909136e+34 4.4666733e-01
3.2996700e-01 8.6000000e-01 -6.7997841e-01 -3.2475795e-02 3.2341633e-01 1.4954726e-01 4.1802103e+34 4.4666733e-01
3.2996700e-01 8.6666667e-01 -6.7976350e-01 -3.2451789e-02 3.2333684e-01 1.4946706e-01 4.1694388e+34 4.4666733e-01
3.2996700e-01 8.7333333e-01 -6.7954706e-01 -3.2427627e-02 3.2325697e-01 1.4938628e-01 4.1585999e+34 4.4666733e-01
3.2996700e-01 8.8000000e-01 -6.7932909e-01 -3.2403323e-02 3.2317672e-01 1.4930492e-01 4.1476943e+34 4.4666733e-01
3.2996700e-01 8.8666667e-01 -6.7910960e-01 -3.2378894e-02 3.2309609e-01 1.4922297e-01 4.1367228e+34 4.4666733e-01
3.2996700e-01 8.9333333e-01 -6.7888857e-01 -3.2354355e-02 3.2301502e-01 1.4914046e-01 4.1256859e+34 4.4666733e-01
3.2996700e-01 9.0000000e-01 -6.7866599e-01 -3.2329723e-02 3.2293345e-01 1.4905737e-01 4.1145840e+34 4.4666733e-01
3.2996700e-01 9.0666667e-01 -6.7844185e-01 -3.2305009e-02 3.2285128e-01 1.4897372e-01 4.1034169e+34 4.4666733e-01
3.2996700e-01 9.1333333e-01 -6.7821611e-01 -3.2280218e-02 3.2276836e-01 1.4888950e-01 4.0921841e+34 4.4666733e-01
3.2996700e-01 9.2000000e-01 -6.7798872e-01 -3.2255344e-02 3.2268454e-01 1.4880473e-01 4.0808845e+34 4.4666733e-01
3.2996700e-01 9.2666667e-01 -6.7775964e-01 -3.2230364e-02 3.2259963e-01 1.4871940e-01 4.0695157e+34 4.4666733e-01
3.2996700e-01 9.3333333e-01 -6.7752878e-01 -3.2205235e-02 3.2251340e-01 1.4863352e-01 4.0580745e+34 4.4666733e-01
3.2996700e-01 9.4000000e-01 -6.7729605e-01 -3.2179880e-02 3.2242566e-01 1.4854707e-01 4.0465560e+34 4.4666733e-01
3.2996700e-01 9.4666667e-01 -6.7706133e-01 -3.2154180e-02 3.2233623e-01 1.4846004e-01 4.0349534e+34 4.4666733e-01
3.2996700e-01 9.5333333e-01 -6.7682449e-01 -3.2127960e-02 3.2224499e-01 1.4837241e-01 4.0232576e+34 4.4666733e-01
3.2996700e-01 9.6000000e-01 -6.7658536e-01 -3.2100977e-02 3.2215196e-01 1.4828415e-01 4.0114567e+34 4.4666733e-01
3.2996700e-01 9.6666667e-01 -6.7634375e-01 -3.2072892e-02 3.2205736e-01 1.4819519e-01 3.9995354e+34 4.4666733e-01
3.2996700e-01 9.7333333e-01 -6.7609946e-01 -3.2043256e-02 3.2196170e-01 1.4810547e-01 3.9874743e+34 4.4666733e-01
3.2996700e-01 9.8000000e-01 -6.7585225e-01 -3.2011473e-02 3.2186592e-01 1.4801487e-01 3.9752492e+34 4.4666733e-01
3.2996700e-01 9.8666667e-01 -6.7560189e-01 -3.1976773e-02 3.2177157e-01 1.4792325e-01 3.9628306e+34 4.4666733e-01
3.2996700e-01 9.9333333e-01 -6.7534813e-01 -3.1938171e-02 3.2168184e-01 1.4783043e-01 3.9501821e+34 4.4666733e-01
3.2996700e-01 1.0000000e+00 -6.7509071e-01 -3.1894417e-02 3.2159815e-01 1.4773614e-01 3.9372603e+34 4.4666733e-01
3.3330000e-01 0.0000000e+00 -6.8977735e-01 -3.3525034e-02 3.2668372e-01 1.5334568e-01 4.7587091e+34 4.4666733e-01
3.3330000e-01 6.6666667e-03 -6.8977646e-01 -3.3524932e-02 3.2668326e-01 1.5334536e-01 4.7586627e+34 4.4666733e-01
3.3330000e-01 1.3333333e-02 -6.8977380e-01 -3.3524625e-02 3.2668230e-01 1.5334438e-01 4.7585238e+34 4.4666733e-01
3.3330000e-01 2.0000000e-02 -6.8976937e-01 -3.3524115e-02 3.2668067e-01 1.5334274e-01 4.7582922e+34 4.4666733e-01
3.3330000e-01 2.6666667e-02 -6.8976316e-01 -3.3523401e-02 3.2667839e-01 1.5334046e-01 4.7579679e+34 4.4666733e-01
3.3330000e-01 3.3333333e-02 -6.8975518e-01 -3.3522483e-02 3.2667547e-01 1.5333752e-01 4.7575511e+34 4.4666733e-01
3.3330000e-01 4.0000000e-02 -6.8974543e-01 -3.3521361e-02 3.2667189e-01 1.5333392e-01 4.7570417e+34 4.4666733e-01
3.3330000e-01 4.6666667e-02 -6.8973391e-01 -3.3520036e-02 3.2666767e-01 1.5332967e-01 4.7564398e+34 4.4666733e-01
3.3330000e-01 5.3333333e-02 -6.8972061e-01 -3.3518509e-02 3.2666279e-01 1.5332477e-01 4.7557454e+34 4.4666733e-01
3.3330000e-01 6.0000000e-02 -6.8970555e-01 -3.3516779e-02 3.2665728e-01 1.5331922e-01 4.7549586e+34 4.4666733e-01
3.3330000e-01 6.6666667e-02 -6.8968871e-01 -3.3514848e-02 3.2665112e-01 1.5331301e-01 4.7540794e+34 4.4666733e-01
3.3330000e-01 7.3333333e-02 -6.8967011e-01 -3.3512714e-02 3.2664431e-01 1.5330615e-01 4.7531079e+34 4.4666733e-01
3.3330000e-01 8.0000000e-02 -6.8964974e-01 -3.3510380e-02 3.2663686e-01 1.5329864e-01 4.7520442e+34 4.4666733e-01
