
-------------------------------------------------------------------------------
eosDaniela/eosSLy4,  MDIVxSDIV=151x301,  accuracy=1e-06
-------------------------------------------------------------------------------
   rho_c        M         M_0         R         Omega      Omega_p       T/W           C*J/GM_s^2      I        h_plus       h_minus       Z_p      Z_b        Z_f       omega_c/Omega   r_e     r_ratio     Omega_pa    Omega+    u_phi    r_plus     r_minus    exp_gamma_eq    exp_gamma_plus    exp_gamma_minus    conv_rad    conv_plus    conv_minus  chi    q    Mgeom    M2_geom   Jgeom   S3_geom    M2_asy    M2    S3_asy    S3    B0_geom    B0/M^2    M2^GH_geom   S3^GH_geom   M4_geom   M4_asy^GH_geom   B2/M^4   S5_geom  B2_asy/M^4   M4_asy_geom   S5_asy_geom  M4_geom_2points  M4_geom_3points  M4_geom_4points
-------------------------------------------------------------------------------
9.47690e+14 1.44321e+00 1.58803e+00 1.25687e+01 4.46667e-01 9.79249e-01 3.68720e-02 7.93277e-01 1.56082e+00 0.00000e+00 3.69871e+00 2.60399e-01 5.60027e-01 -2.29901e-02 4.59088e-01 1.02897e+01 8.68130e-01 9.79249e-01 9.79249e-01 4.64620e+00 0.00000e+00 1.40355e+01 9.89792e-01 1.00000e+00 9.94554e-01 1.22149e+00 1.00000e+00 1.15902e+00 3.80862e-01 -6.59515e-01 2.12925e+00 -6.36257e+00 1.72671e+00 -1.02562e+01 -8.57440e+01 -8.56905e+01 -4.14412e-01 -4.14099e-01 -1.06380e+00 -2.34643e-01 -6.56023e+00 -1.05447e+01 6.43619e+01 9.28440e+01 8.30907e-02 -8.54735e+03 7.25440e+05 9.08395e+01 -6.10506e+07 4.71651e+01 4.60728e+01 4.57492e+01 
---------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------
r/(r+r_e)  cos(theta)     rho        gamma      alpha      omega     pressure   Omega
3.6996300e-01 2.0000000e-01 -6.3735759e-01 -2.7415018e-02 3.0337088e-01 1.3558734e-01 3.1192258e+34 4.4666733e-01
3.6996300e-01 2.0666667e-01 -6.3729223e-01 -2.7408689e-02 3.0334649e-01 1.3556157e-01 3.1162306e+34 4.4666733e-01
3.6996300e-01 2.1333333e-01 -6.3722476e-01 -2.7402157e-02 3.0332131e-01 1.3553496e-01 3.1131390e+34 4.4666733e-01
3.6996300e-01 2.2000000e-01 -6.3715515e-01 -2.7395422e-02 3.0329533e-01 1.3550751e-01 3.1099511e+34 4.4666733e-01
3.6996300e-01 2.2666667e-01 -6.3708343e-01 -2.7388483e-02 3.0326855e-01 1.3547923e-01 3.1066670e+34 4.4666733e-01
3.6996300e-01 2.3333333e-01 -6.3700959e-01 -2.7381341e-02 3.0324097e-01 1.3545010e-01 3.1032869e+34 4.4666733e-01
3.6996300e-01 2.4000000e-01 -6.3693362e-01 -2.7373995e-02 3.0321259e-01 1.3542013e-01 3.0998109e+34 4.4666733e-01
3.6996300e-01 2.4666667e-01 -6.3685554e-01 -2.7366446e-02 3.0318340e-01 1.3538933e-01 3.0962393e+34 4.4666733e-01
3.6996300e-01 2.5333333e-01 -6.3677535e-01 -2.7358693e-02 3.0315342e-01 1.3535769e-01 3.0925722e+34 4.4666733e-01
3.6996300e-01 2.6000000e-01 -6.3669304e-01 -2.7350737e-02 3.0312263e-01 1.3532522e-01 3.0888097e+34 4.4666733e-01
3.6996300e-01 2.6666667e-01 -6.3660861e-01 -2.7342578e-02 3.0309103e-01 1.3529191e-01 3.0849520e+34 4.4666733e-01
3.6996300e-01 2.7333333e-01 -6.3652208e-01 -2.7334215e-02 3.0305863e-01 1.3525776e-01 3.0809994e+34 4.4666733e-01
3.6996300e-01 2.8000000e-01 -6.3643344e-01 -2.7325649e-02 3.0302543e-01 1.3522278e-01 3.0769519e+34 4.4666733e-01
3.6996300e-01 2.8666667e-01 -6.3634269e-01 -2.7316879e-02 3.0299142e-01 1.3518696e-01 3.0728099e+34 4.4666733e-01
3.6996300e-01 2.9333333e-01 -6.3624984e-01 -2.7307906e-02 3.0295660e-01 1.3515031e-01 3.0685735e+34 4.4666733e-01
3.6996300e-01 3.0000000e-01 -6.3615488e-01 -2.7298731e-02 3.0292098e-01 1.3511283e-01 3.0642430e+34 4.4666733e-01
3.6996300e-01 3.0666667e-01 -6.3605782e-01 -2.7289353e-02 3.0288456e-01 1.3507451e-01 3.0598185e+34 4.4666733e-01
3.6996300e-01 3.1333333e-01 -6.3595867e-01 -2.7279773e-02 3.0284734e-01 1.3503536e-01 3.0553003e+34 4.4666733e-01
3.6996300e-01 3.2000000e-01 -6.3585742e-01 -2.7269990e-02 3.0280932e-01 1.3499539e-01 3.0506887e+34 4.4666733e-01
3.6996300e-01 3.2666667e-01 -6.3575408e-01 -2.7260007e-02 3.0277050e-01 1.3495458e-01 3.0459839e+34 4.4666733e-01
3.6996300e-01 3.3333333e-01 -6.3564865e-01 -2.7249822e-02 3.0273088e-01 1.3491294e-01 3.0411861e+34 4.4666733e-01
3.6996300e-01 3.4000000e-01 -6.3554114e-01 -2.7239438e-02 3.0269047e-01 1.3487047e-01 3.0362956e+34 4.4666733e-01
3.6996300e-01 3.4666667e-01 -6.3543154e-01 -2.7228853e-02 3.0264927e-01 1.3482717e-01 3.0313128e+34 4.4666733e-01
3.6996300e-01 3.5333333e-01 -6.3531986e-01 -2.7218070e-02 3.0260729e-01 1.3478305e-01 3.0262379e+34 4.4666733e-01
3.6996300e-01 3.6000000e-01 -6.3520611e-01 -2.7207089e-02 3.0256452e-01 1.3473809e-01 3.0210711e+34 4.4666733e-01
3.6996300e-01 3.6666667e-01 -6.3509029e-01 -2.7195910e-02 3.0252096e-01 1.3469232e-01 3.0158129e+34 4.4666733e-01
3.6996300e-01 3.7333333e-01 -6.3497239e-01 -2.7184535e-02 3.0247663e-01 1.3464571e-01 3.0104634e+34 4.4666733e-01
3.6996300e-01 3.8000000e-01 -6.3485243e-01 -2.7172964e-02 3.0243153e-01 1.3459829e-01 3.0050231e+34 4.4666733e-01
3.6996300e-01 3.8666667e-01 -6.3473041e-01 -2.7161200e-02 3.0238565e-01 1.3455003e-01 2.9994921e+34 4.4666733e-01
3.6996300e-01 3.9333333e-01 -6.3460633e-01 -2.7149241e-02 3.0233901e-01 1.3450096e-01 2.9938710e+34 4.4666733e-01
3.6996300e-01 4.0000000e-01 -6.3448020e-01 -2.7137091e-02 3.0229159e-01 1.3445106e-01 2.9881599e+34 4.4666733e-01
3.6996300e-01 4.0666667e-01 -6.3435202e-01 -2.7124749e-02 3.0224342e-01 1.3440035e-01 2.9823592e+34 4.4666733e-01
3.6996300e-01 4.1333333e-01 -6.3422179e-01 -2.7112217e-02 3.0219448e-01 1.3434881e-01 2.9764693e+34 4.4666733e-01
3.6996300e-01 4.2000000e-01 -6.3408952e-01 -2.7099495e-02 3.0214478e-01 1.3429645e-01 2.9704904e+34 4.4666733e-01
3.6996300e-01 4.2666667e-01 -6.3395521e-01 -2.7086585e-02 3.0209433e-01 1.3424328e-01 2.9644230e+34 4.4666733e-01
3.6996300e-01 4.3333333e-01 -6.3381886e-01 -2.7073488e-02 3.0204311e-01 1.3418929e-01 2.9582674e+34 4.4666733e-01
3.6996300e-01 4.4000000e-01 -6.3368048e-01 -2.7060205e-02 3.0199114e-01 1.3413448e-01 2.9520239e+34 4.4666733e-01
3.6996300e-01 4.4666667e-01 -6.3354008e-01 -2.7046737e-02 3.0193841e-01 1.3407886e-01 2.9456928e+34 4.4666733e-01
3.6996300e-01 4.5333333e-01 -6.3339764e-01 -2.7033084e-02 3.0188493e-01 1.3402242e-01 2.9392745e+34 4.4666733e-01
3.6996300e-01 4.6000000e-01 -6.3325319e-01 -2.7019247e-02 3.0183069e-01 1.3396517e-01 2.9327694e+34 4.4666733e-01
3.6996300e-01 4.6666667e-01 -6.3310672e-01 -2.7005228e-02 3.0177568e-01 1.3390711e-01 2.9261777e+34 4.4666733e-01
3.6996300e-01 4.7333333e-01 -6.3295824e-01 -2.6991026e-02 3.0171992e-01 1.3384824e-01 2.9194999e+34 4.4666733e-01
3.6996300e-01 4.8000000e-01 -6.3280775e-01 -2.6976642e-02 3.0166340e-01 1.3378855e-01 2.9127362e+34 4.4666733e-01
3.6996300e-01 4.8666667e-01 -6.3265524e-01 -2.6962077e-02 3.0160611e-01 1.3372806e-01 2.9058870e+34 4.4666733e-01
3.6996300e-01 4.9333333e-01 -6.3250074e-01 -2.6947332e-02 3.0154805e-01 1.3366676e-01 2.8989526e+34 4.4666733e-01
3.6996300e-01 5.0000000e-01 -6.3234423e-01 -2.6932405e-02 3.0148922e-01 1.3360466e-01 2.8919334e+34 4.4666733e-01
3.6996300e-01 5.0666667e-01 -6.3218572e-01 -2.6917299e-02 3.0142962e-01 1.3354175e-01 2.8848297e+34 4.4666733e-01
3.6996300e-01 5.1333333e-01 -6.3202522e-01 -2.6902012e-02 3.0136924e-01 1.3347803e-01 2.8776418e+34 4.4666733e-01
3.6996300e-01 5.2000000e-01 -6.3186273e-01 -2.6886545e-02 3.0130809e-01 1.3341351e-01 2.8703702e+34 4.4666733e-01
3.6996300e-01 5.2666667e-01 -6.3169825e-01 -2.6870898e-02 3.0124615e-01 1.3334819e-01 2.8630151e+34 4.4666733e-01
3.6996300e-01 5.3333333e-01 -6.3153178e-01 -2.6855072e-02 3.0118344e-01 1.3328207e-01 2.8555768e+34 4.4666733e-01
3.6996300e-01 5.4000000e-01 -6.3136333e-01 -2.6839065e-02 3.0111994e-01 1.3321515e-01 2.8480558e+34 4.4666733e-01
3.6996300e-01 5.4666667e-01 -6.3119290e-01 -2.6822878e-02 3.0105565e-01 1.3314743e-01 2.8404525e+34 4.4666733e-01
3.6996300e-01 5.5333333e-01 -6.3102050e-01 -2.6806511e-02 3.0099058e-01 1.3307891e-01 2.8327670e+34 4.4666733e-01
3.6996300e-01 5.6000000e-01 -6.3084612e-01 -2.6789964e-02 3.0092472e-01 1.3300960e-01 2.8250000e+34 4.4666733e-01
3.6996300e-01 5.6666667e-01 -6.3066978e-01 -2.6773237e-02 3.0085808e-01 1.3293948e-01 2.8171516e+34 4.4666733e-01
3.6996300e-01 5.7333333e-01 -6.3049148e-01 -2.6756329e-02 3.0079066e-01 1.3286858e-01 2.8092224e+34 4.4666733e-01
3.6996300e-01 5.8000000e-01 -6.3031121e-01 -2.6739242e-02 3.0072245e-01 1.3279688e-01 2.8012127e+34 4.4666733e-01
3.6996300e-01 5.8666667e-01 -6.3012900e-01 -2.6721976e-02 3.0065347e-01 1.3272439e-01 2.7931229e+34 4.4666733e-01
3.6996300e-01 5.9333333e-01 -6.2994483e-01 -2.6704530e-02 3.0058372e-01 1.3265111e-01 2.7849535e+34 4.4666733e-01
3.6996300e-01 6.0000000e-01 -6.2975872e-01 -2.6686906e-02 3.0051320e-01 1.3257704e-01 2.7767050e+34 4.4666733e-01
3.6996300e-01 6.0666667e-01 -6.2957067e-01 -2.6669104e-02 3.0044192e-01 1.3250218e-01 2.7683776e+34 4.4666733e-01
3.6996300e-01 6.1333333e-01 -6.2938068e-01 -2.6651124e-02 3.0036988e-01 1.3242653e-01 2.7599720e+34 4.4666733e-01
3.6996300e-01 6.2000000e-01 -6.2918877e-01 -2.6632969e-02 3.0029709e-01 1.3235010e-01 2.7514887e+34 4.4666733e-01
3.6996300e-01 6.2666667e-01 -6.2899494e-01 -2.6614638e-02 3.0022356e-01 1.3227288e-01 2.7429280e+34 4.4666733e-01
3.6996300e-01 6.3333333e-01 -6.2879919e-01 -2.6596135e-02 3.0014930e-01 1.3219488e-01 2.7342905e+34 4.4666733e-01
3.6996300e-01 6.4000000e-01 -6.2860153e-01 -2.6577459e-02 3.0007432e-01 1.3211609e-01 2.7255767e+34 4.4666733e-01
3.6996300e-01 6.4666667e-01 -6.2840197e-01 -2.6558613e-02 2.9999861e-01 1.3203653e-01 2.7167871e+34 4.4666733e-01
3.6996300e-01 6.5333333e-01 -6.2820051e-01 -2.6539599e-02 2.9992220e-01 1.3195619e-01 2.7079223e+34 4.4666733e-01
3.6996300e-01 6.6000000e-01 -6.2799715e-01 -2.6520418e-02 2.9984508e-01 1.3187507e-01 2.6989828e+34 4.4666733e-01
3.6996300e-01 6.6666667e-01 -6.2779192e-01 -2.6501074e-02 2.9976726e-01 1.3179318e-01 2.6899692e+34 4.4666733e-01
3.6996300e-01 6.7333333e-01 -6.2758480e-01 -2.6481567e-02 2.9968874e-01 1.3171051e-01 2.6808819e+34 4.4666733e-01
3.6996300e-01 6.8000000e-01 -6.2737581e-01 -2.6461901e-02 2.9960954e-01 1.3162707e-01 2.6717215e+34 4.4666733e-01
3.6996300e-01 6.8666667e-01 -6.2716496e-01 -2.6442077e-02 2.9952965e-01 1.3154285e-01 2.6624885e+34 4.4666733e-01
3.6996300e-01 6.9333333e-01 -6.2695224e-01 -2.6422099e-02 2.9944906e-01 1.3145787e-01 2.6531836e+34 4.4666733e-01
3.6996300e-01 7.0000000e-01 -6.2673766e-01 -2.6401967e-02 2.9936779e-01 1.3137213e-01 2.6438071e+34 4.4666733e-01
3.6996300e-01 7.0666667e-01 -6.2652124e-01 -2.6381684e-02 2.9928582e-01 1.3128562e-01 2.6343596e+34 4.4666733e-01
3.6996300e-01 7.1333333e-01 -6.2630296e-01 -2.6361251e-02 2.9920315e-01 1.3119834e-01 2.6248416e+34 4.4666733e-01
3.6996300e-01 7.2000000e-01 -6.2608284e-01 -2.6340671e-02 2.9911978e-01 1.3111030e-01 2.6152536e+34 4.4666733e-01
3.6996300e-01 7.2666667e-01 -6.2586089e-01 -2.6319943e-02 2.9903569e-01 1.3102151e-01 2.6055961e+34 4.4666733e-01
3.6996300e-01 7.3333333e-01 -6.2563709e-01 -2.6299070e-02 2.9895087e-01 1.3093195e-01 2.5958694e+34 4.4666733e-01
3.6996300e-01 7.4000000e-01 -6.2541146e-01 -2.6278051e-02 2.9886532e-01 1.3084164e-01 2.5860741e+34 4.4666733e-01
3.6996300e-01 7.4666667e-01 -6.2518400e-01 -2.6256887e-02 2.9877902e-01 1.3075058e-01 2.5762106e+34 4.4666733e-01
3.6996300e-01 7.5333333e-01 -6.2495471e-01 -2.6235576e-02 2.9869196e-01 1.3065876e-01 2.5662792e+34 4.4666733e-01
3.6996300e-01 7.6000000e-01 -6.2472359e-01 -2.6214118e-02 2.9860412e-01 1.3056619e-01 2.5562804e+34 4.4666733e-01
3.6996300e-01 7.6666667e-01 -6.2449065e-01 -2.6192511e-02 2.9851550e-01 1.3047287e-01 2.5462146e+34 4.4666733e-01
3.6996300e-01 7.7333333e-01 -6.2425589e-01 -2.6170754e-02 2.9842608e-01 1.3037880e-01 2.5360820e+34 4.4666733e-01
3.6996300e-01 7.8000000e-01 -6.2401930e-01 -2.6148843e-02 2.9833587e-01 1.3028399e-01 2.5258832e+34 4.4666733e-01
3.6996300e-01 7.8666667e-01 -6.2378090e-01 -2.6126777e-02 2.9824484e-01 1.3018842e-01 2.5156184e+34 4.4666733e-01
3.6996300e-01 7.9333333e-01 -6.2354068e-01 -2.6104553e-02 2.9815301e-01 1.3009212e-01 2.5052881e+34 4.4666733e-01
3.6996300e-01 8.0000000e-01 -6.2329865e-01 -2.6082168e-02 2.9806037e-01 1.2999506e-01 2.4948927e+34 4.4666733e-01
3.6996300e-01 8.0666667e-01 -6.2305482e-01 -2.6059618e-02 2.9796694e-01 1.2989727e-01 2.4844326e+34 4.4666733e-01
3.6996300e-01 8.1333333e-01 -6.2280918e-01 -2.6036903e-02 2.9787272e-01 1.2979872e-01 2.4739082e+34 4.4666733e-01
3.6996300e-01 8.2000000e-01 -6.2256175e-01 -2.6014019e-02 2.9777774e-01 1.2969944e-01 2.4633201e+34 4.4666733e-01
3.6996300e-01 8.2666667e-01 -6.2231253e-01 -2.5990965e-02 2.9768201e-01 1.2959942e-01 2.4526689e+34 4.4666733e-01
3.6996300e-01 8.3333333e-01 -6.2206153e-01 -2.5967742e-02 2.9758556e-01 1.2949865e-01 2.4419551e+34 4.4666733e-01
3.6996300e-01 8.4000000e-01 -6.2180875e-01 -2.5944351e-02 2.9748843e-01 1.2939715e-01 2.4311793e+34 4.4666733e-01
3.6996300e-01 8.4666667e-01 -6.2155422e-01 -2.5920793e-02 2.9739065e-01 1.2929491e-01 2.4203423e+34 4.4666733e-01
3.6996300e-01 8.5333333e-01 -6.2129793e-01 -2.5897074e-02 2.9729225e-01 1.2919193e-01 2.4094449e+34 4.4666733e-01
3.6996300e-01 8.6000000e-01 -6.2103990e-01 -2.5873199e-02 2.9719326e-01 1.2908822e-01 2.3984877e+34 4.4666733e-01
3.6996300e-01 8.6666667e-01 -6.2078014e-01 -2.5849176e-02 2.9709371e-01 1.2898379e-01 2.3874718e+34 4.4666733e-01
3.6996300e-01 8.7333333e-01 -6.2051865e-01 -2.5825014e-02 2.9699363e-01 1.2887862e-01 2.3763978e+34 4.4666733e-01
3.6996300e-01 8.8000000e-01 -6.2025544e-01 -2.5800726e-02 2.9689301e-01 1.2877274e-01 2.3652668e+34 4.4666733e-01
3.6996300e-01 8.8666667e-01 -6.1999051e-01 -2.5776324e-02 2.9679186e-01 1.2866614e-01 2.3540794e+34 4.4666733e-01
3.6996300e-01 8.9333333e-01 -6.1972386e-01 -2.5751819e-02 2.9669015e-01 1.2855883e-01 2.3428365e+34 4.4666733e-01
3.6996300e-01 9.0000000e-01 -6.1945549e-01 -2.5727224e-02 2.9658783e-01 1.2845081e-01 2.3315384e+34 4.4666733e-01
3.6996300e-01 9.0666667e-01 -6.1918538e-01 -2.5702548e-02 2.9648482e-01 1.2834209e-01 2.3201855e+34 4.4666733e-01
3.6996300e-01 9.1333333e-01 -6.1891350e-01 -2.5677795e-02 2.9638104e-01 1.2823268e-01 2.3087779e+34 4.4666733e-01
3.6996300e-01 9.2000000e-01 -6.1863984e-01 -2.5652962e-02 2.9627635e-01 1.2812258e-01 2.2973150e+34 4.4666733e-01
3.6996300e-01 9.2666667e-01 -6.1836433e-01 -2.5628034e-02 2.9617061e-01 1.2801179e-01 2.2857960e+34 4.4666733e-01
3.6996300e-01 9.3333333e-01 -6.1808694e-01 -2.5602978e-02 2.9606364e-01 1.2790032e-01 2.2742191e+34 4.4666733e-01
3.6996300e-01 9.4000000e-01 -6.1780759e-01 -2.5577742e-02 2.9595530e-01 1.2778815e-01 2.2625818e+34 4.4666733e-01
3.6996300e-01 9.4666667e-01 -6.1752619e-01 -2.5552239e-02 2.9584543e-01 1.2767527e-01 2.2508808e+34 4.4666733e-01
3.6996300e-01 9.5333333e-01 -6.1724266e-01 -2.5526346e-02 2.9573393e-01 1.2756166e-01 2.2391111e+34 4.4666733e-01
3.6996300e-01 9.6000000e-01 -6.1695689e-01 -2.5499884e-02 2.9562082e-01 1.2744729e-01 2.2272666e+34 4.4666733e-01
3.6996300e-01 9.6666667e-01 -6.1666876e-01 -2.5472612e-02 2.9550623e-01 1.2733210e-01 2.2153395e+34 4.4666733e-01
3.6996300e-01 9.7333333e-01 -6.1637817e-01 -2.5444204e-02 2.9539057e-01 1.2721602e-01 2.2033196e+34 4.4666733e-01
3.6996300e-01 9.8000000e-01 -6.1608498e-01 -2.5414231e-02 2.9527455e-01 1.2709895e-01 2.1911950e+34 4.4666733e-01
3.6996300e-01 9.8666667e-01 -6.1578912e-01 -2.5382136e-02 2.9515940e-01 1.2698073e-01 2.1789509e+34 4.4666733e-01
3.6996300e-01 9.9333333e-01 -6.1549050e-01 -2.5347207e-02 2.9504756e-01 1.2686120e-01 2.1665696e+34 4.4666733e-01
3.6996300e-01 1.0000000e+00 -6.1518912e-01 -2.5308540e-02 2.9494029e-01 1.2674009e-01 2.1540305e+34 4.4666733e-01
3.7329600e-01 0.0000000e+00 -6.3321818e-01 -2.6958355e-02 3.0144221e-01 1.3419115e-01 3.0215864e+34 4.4666733e-01
3.7329600e-01 6.6666667e-03 -6.3321709e-01 -2.6958250e-02 3.0144162e-01 1.3419072e-01 3.0215367e+34 4.4666733e-01
3.7329600e-01 1.3333333e-02 -6.3321380e-01 -2.6957933e-02 3.0144039e-01 1.3418942e-01 3.0213877e+34 4.4666733e-01
3.7329600e-01 2.0000000e-02 -6.3320833e-01 -2.6957404e-02 3.0143831e-01 1.3418726e-01 3.0211393e+34 4.4666733e-01
3.7329600e-01 2.6666667e-02 -6.3320068e-01 -2.6956664e-02 3.0143542e-01 1.3418423e-01 3.0207917e+34 4.4666733e-01
3.7329600e-01 3.3333333e-02 -6.3319083e-01 -2.6955714e-02 3.0143169e-01 1.3418033e-01 3.0203447e+34 4.4666733e-01
3.7329600e-01 4.0000000e-02 -6.3317880e-01 -2.6954552e-02 3.0142714e-01 1.3417558e-01 3.0197986e+34 4.4666733e-01
3.7329600e-01 4.6666667e-02 -6.3316459e-01 -2.6953180e-02 3.0142176e-01 1.3416995e-01 3.0191532e+34 4.4666733e-01
3.7329600e-01 5.3333333e-02 -6.3314819e-01 -2.6951597e-02 3.0141556e-01 1.3416346e-01 3.0184086e+34 4.4666733e-01
3.7329600e-01 6.0000000e-02 -6.3312960e-01 -2.6949805e-02 3.0140854e-01 1.3415611e-01 3.0175650e+34 4.4666733e-01
3.7329600e-01 6.6666667e-02 -6.3310883e-01 -2.6947803e-02 3.0140069e-01 1.3414789e-01 3.0166224e+34 4.4666733e-01
3.7329600e-01 7.3333333e-02 -6.3308588e-01 -2.6945592e-02 3.0139203e-01 1.3413881e-01 3.0155808e+34 4.4666733e-01
3.7329600e-01 8.0000000e-02 -6.3306075e-01 -2.6943172e-02 3.0138255e-01 1.3412886e-01 3.0144403e+34 4.4666733e-01
3.7329600e-01 8.6666667e-02 -6.3303344e-01 -2.6940543e-02 3.0137225e-01 1.3411805e-01 3.0132010e+34 4.4666733e-01
3.7329600e-01 9.3333333e-02 -6.3300395e-01 -2.6937707e-02 3.0136114e-01 1.3410637e-01 3.0118630e+34 4.4666733e-01
3.7329600e-01 1.0000000e-01 -6.3297228e-01 -2.6934663e-02 3.0134922e-01 1.3409383e-01 3.0104265e+34 4.4666733e-01
3.7329600e-01 1.0666667e-01 -6.3293843e-01 -2.6931412e-02 3.0133649e-01 1.3408043e-01 3.0088914e+34 4.4666733e-01
3.7329600e-01 1.1333333e-01 -6.3290241e-01 -2.6927955e-02 3.0132294e-01 1.3406617e-01 3.0072579e+34 4.4666733e-01
3.7329600e-01 1.2000000e-01 -6.3286422e-01 -2.6924291e-02 3.0130859e-01 1.3405104e-01 3.0055261e+34 4.4666733e-01
3.7329600e-01 1.2666667e-01 -6.3282385e-01 -2.6920422e-02 3.0129343e-01 1.3403505e-01 3.0036962e+34 4.4666733e-01
3.7329600e-01 1.3333333e-01 -6.3278131e-01 -2.6916347e-02 3.0127747e-01 1.3401819e-01 3.0017681e+34 4.4666733e-01
3.7329600e-01 1.4000000e-01 -6.3273660e-01 -2.6912067e-02 3.0126070e-01 1.3400048e-01 2.9997421e+34 4.4666733e-01
3.7329600e-01 1.4666667e-01 -6.3268973e-01 -2.6907583e-02 3.0124312e-01 1.3398190e-01 2.9976183e+34 4.4666733e-01
3.7329600e-01 1.5333333e-01 -6.3264068e-01 -2.6902894e-02 3.0122474e-01 1.3396246e-01 2.9953968e+34 4.4666733e-01
3.7329600e-01 1.6000000e-01 -6.3258947e-01 -2.6898001e-02 3.0120556e-01 1.3394216e-01 2.9930776e+34 4.4666733e-01
3.7329600e-01 1.6666667e-01 -6.3253610e-01 -2.6892905e-02 3.0118557e-01 1.3392100e-01 2.9906611e+34 4.4666733e-01
3.7329600e-01 1.7333333e-01 -6.3248056e-01 -2.6887604e-02 3.0116478e-01 1.3389898e-01 2.9881471e+34 4.4666733e-01
3.7329600e-01 1.8000000e-01 -6.3242286e-01 -2.6882101e-02 3.0114318e-01 1.3387610e-01 2.9855360e+34 4.4666733e-01
3.7329600e-01 1.8666667e-01 -6.3236300e-01 -2.6876394e-02 3.0112077e-01 1.3385236e-01 2.9828279e+34 4.4666733e-01
3.7329600e-01 1.9333333e-01 -6.3230098e-01 -2.6870484e-02 3.0109756e-01 1.3382776e-01 2.9800228e+34 4.4666733e-01
3.7329600e-01 2.0000000e-01 -6.3223681e-01 -2.6864371e-02 3.0107354e-01 1.3380231e-01 2.9771209e+34 4.4666733e-01
3.7329600e-01 2.0666667e-01 -6.3217047e-01 -2.6858056e-02 3.0104871e-01 1.3377599e-01 2.9741224e+34 4.4666733e-01
3.7329600e-01 2.1333333e-01 -6.3210198e-01 -2.6851537e-02 3.0102307e-01 1.3374882e-01 2.9710274e+34 4.4666733e-01
3.7329600e-01 2.2000000e-01 -6.3203134e-01 -2.6844815e-02 3.0099662e-01 1.3372079e-01 2.9678360e+34 4.4666733e-01
3.7329600e-01 2.2666667e-01 -6.3195854e-01 -2.6837891e-02 3.0096936e-01 1.3369190e-01 2.9645485e+34 4.4666733e-01
3.7329600e-01 2.3333333e-01 -6.3188360e-01 -2.6830764e-02 3.0094128e-01 1.3366216e-01 2.9611650e+34 4.4666733e-01
3.7329600e-01 2.4000000e-01 -6.3180650e-01 -2.6823434e-02 3.0091239e-01 1.3363156e-01 2.9576855e+34 4.4666733e-01
3.7329600e-01 2.4666667e-01 -6.3172725e-01 -2.6815901e-02 3.0088268e-01 1.3360011e-01 2.9541104e+34 4.4666733e-01
3.7329600e-01 2.5333333e-01 -6.3164586e-01 -2.6808166e-02 3.0085216e-01 1.3356780e-01 2.9504398e+34 4.4666733e-01
3.7329600e-01 2.6000000e-01 -6.3156233e-01 -2.6800227e-02 3.0082082e-01 1.3353464e-01 2.9466739e+34 4.4666733e-01
3.7329600e-01 2.6666667e-01 -6.3147665e-01 -2.6792086e-02 3.0078866e-01 1.3350063e-01 2.9428128e+34 4.4666733e-01
3.7329600e-01 2.7333333e-01 -6.3138883e-01 -2.6783742e-02 3.0075568e-01 1.3346576e-01 2.9388568e+34 4.4666733e-01
3.7329600e-01 2.8000000e-01 -6.3129887e-01 -2.6775196e-02 3.0072188e-01 1.3343004e-01 2.9348060e+34 4.4666733e-01
3.7329600e-01 2.8666667e-01 -6.3120677e-01 -2.6766447e-02 3.0068726e-01 1.3339347e-01 2.9306607e+34 4.4666733e-01
3.7329600e-01 2.9333333e-01 -6.3111254e-01 -2.6757496e-02 3.0065182e-01 1.3335605e-01 2.9264211e+34 4.4666733e-01
3.7329600e-01 3.0000000e-01 -6.3101618e-01 -2.6748343e-02 3.0061557e-01 1.3331778e-01 2.9220874e+34 4.4666733e-01
3.7329600e-01 3.0666667e-01 -6.3091769e-01 -2.6738988e-02 3.0057850e-01 1.3327865e-01 2.9176599e+34 4.4666733e-01
3.7329600e-01 3.1333333e-01 -6.3081707e-01 -2.6729432e-02 3.0054061e-01 1.3323868e-01 2.9131387e+34 4.4666733e-01
3.7329600e-01 3.2000000e-01 -6.3071433e-01 -2.6719675e-02 3.0050191e-01 1.3319786e-01 2.9085243e+34 4.4666733e-01
3.7329600e-01 3.2666667e-01 -6.3060947e-01 -2.6709718e-02 3.0046240e-01 1.3315620e-01 2.9038167e+34 4.4666733e-01
3.7329600e-01 3.3333333e-01 -6.3050249e-01 -2.6699560e-02 3.0042208e-01 1.3311368e-01 2.8990163e+34 4.4666733e-01
3.7329600e-01 3.4000000e-01 -6.3039339e-01 -2.6689204e-02 3.0038095e-01 1.3307033e-01 2.8941233e+34 4.4666733e-01
3.7329600e-01 3.4666667e-01 -6.3028218e-01 -2.6678648e-02 3.0033901e-01 1.3302612e-01 2.8891382e+34 4.4666733e-01
3.7329600e-01 3.5333333e-01 -6.3016887e-01 -2.6667895e-02 3.0029628e-01 1.3298107e-01 2.8840610e+34 4.4666733e-01
3.7329600e-01 3.6000000e-01 -6.3005345e-01 -2.6656945e-02 3.0025275e-01 1.3293518e-01 2.8788922e+34 4.4666733e-01
