
-------------------------------------------------------------------------------
eosDaniela/eosSLy4,  MDIVxSDIV=151x301,  accuracy=1e-06
-------------------------------------------------------------------------------
   rho_c        M         M_0         R         Omega      Omega_p       T/W           C*J/GM_s^2      I        h_plus       h_minus       Z_p      Z_b        Z_f       omega_c/Omega   r_e     r_ratio     Omega_pa    Omega+    u_phi    r_plus     r_minus    exp_gamma_eq    exp_gamma_plus    exp_gamma_minus    conv_rad    conv_plus    conv_minus  chi    q    Mgeom    M2_geom   Jgeom   S3_geom    M2_asy    M2    S3_asy    S3    B0_geom    B0/M^2    M2^GH_geom   S3^GH_geom   M4_geom   M4_asy^GH_geom   B2/M^4   S5_geom  B2_asy/M^4   M4_asy_geom   S5_asy_geom  M4_geom_2points  M4_geom_3points  M4_geom_4points
-------------------------------------------------------------------------------
9.47690e+14 1.40920e+00 1.54996e+00 1.22709e+01 3.66551e-01 1.00058e+00 2.42199e-02 6.10597e-01 1.46397e+00 0.00000e+00 2.90004e+00 2.49394e-01 4.85732e-01 2.33392e-02 4.49795e-01 1.00585e+01 9.12080e-01 1.00058e+00 1.00058e+00 4.58340e+00 0.00000e+00 1.29928e+01 9.89628e-01 1.00000e+00 9.93811e-01 1.21996e+00 1.00000e+00 1.16764e+00 3.07475e-01 -4.54168e-01 2.07908e+00 -4.07911e+00 1.32908e+00 -5.19845e+00 -5.49703e+01 -5.49370e+01 -2.10048e-01 -2.09890e-01 -1.03799e+00 -2.40133e-01 -4.19734e+00 -5.33449e+00 3.61156e+01 6.09586e+01 5.91761e-02 -5.99452e+03 7.44087e+05 6.01745e+01 -2.95691e+07 2.05058e+01 1.95365e+01 1.92621e+01 
---------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------
r/(r+r_e)  cos(theta)     rho        gamma      alpha      omega     pressure   Omega
3.7662900e-01 4.4000000e-01 -6.1728182e-01 -2.6243313e-02 2.9468575e-01 1.0615275e-01 2.8630650e+34 3.6655105e-01
3.7662900e-01 4.4666667e-01 -6.1719116e-01 -2.6234650e-02 2.9465148e-01 1.0612302e-01 2.8589505e+34 3.6655105e-01
3.7662900e-01 4.5333333e-01 -6.1709918e-01 -2.6225866e-02 2.9461671e-01 1.0609284e-01 2.8547777e+34 3.6655105e-01
3.7662900e-01 4.6000000e-01 -6.1700587e-01 -2.6216962e-02 2.9458145e-01 1.0606222e-01 2.8505467e+34 3.6655105e-01
3.7662900e-01 4.6666667e-01 -6.1691124e-01 -2.6207938e-02 2.9454570e-01 1.0603117e-01 2.8462576e+34 3.6655105e-01
3.7662900e-01 4.7333333e-01 -6.1681529e-01 -2.6198796e-02 2.9450945e-01 1.0599968e-01 2.8419107e+34 3.6655105e-01
3.7662900e-01 4.8000000e-01 -6.1671802e-01 -2.6189535e-02 2.9447270e-01 1.0596775e-01 2.8375061e+34 3.6655105e-01
3.7662900e-01 4.8666667e-01 -6.1661944e-01 -2.6180155e-02 2.9443545e-01 1.0593539e-01 2.8330439e+34 3.6655105e-01
3.7662900e-01 4.9333333e-01 -6.1651953e-01 -2.6170656e-02 2.9439768e-01 1.0590259e-01 2.8285241e+34 3.6655105e-01
3.7662900e-01 5.0000000e-01 -6.1641831e-01 -2.6161038e-02 2.9435941e-01 1.0586935e-01 2.8239471e+34 3.6655105e-01
3.7662900e-01 5.0666667e-01 -6.1631578e-01 -2.6151301e-02 2.9432063e-01 1.0583568e-01 2.8193128e+34 3.6655105e-01
3.7662900e-01 5.1333333e-01 -6.1621192e-01 -2.6141444e-02 2.9428133e-01 1.0580157e-01 2.8146213e+34 3.6655105e-01
3.7662900e-01 5.2000000e-01 -6.1610676e-01 -2.6131468e-02 2.9424151e-01 1.0576702e-01 2.8098730e+34 3.6655105e-01
3.7662900e-01 5.2666667e-01 -6.1600028e-01 -2.6121371e-02 2.9420116e-01 1.0573204e-01 2.8050677e+34 3.6655105e-01
3.7662900e-01 5.3333333e-01 -6.1589248e-01 -2.6111154e-02 2.9416029e-01 1.0569663e-01 2.8002057e+34 3.6655105e-01
3.7662900e-01 5.4000000e-01 -6.1578338e-01 -2.6100816e-02 2.9411889e-01 1.0566078e-01 2.7952871e+34 3.6655105e-01
3.7662900e-01 5.4666667e-01 -6.1567296e-01 -2.6090356e-02 2.9407696e-01 1.0562450e-01 2.7903121e+34 3.6655105e-01
3.7662900e-01 5.5333333e-01 -6.1556123e-01 -2.6079774e-02 2.9403450e-01 1.0558779e-01 2.7852807e+34 3.6655105e-01
3.7662900e-01 5.6000000e-01 -6.1544820e-01 -2.6069069e-02 2.9399150e-01 1.0555064e-01 2.7801931e+34 3.6655105e-01
3.7662900e-01 5.6666667e-01 -6.1533385e-01 -2.6058241e-02 2.9394798e-01 1.0551306e-01 2.7750494e+34 3.6655105e-01
3.7662900e-01 5.7333333e-01 -6.1521820e-01 -2.6047289e-02 2.9390392e-01 1.0547504e-01 2.7698498e+34 3.6655105e-01
3.7662900e-01 5.8000000e-01 -6.1510125e-01 -2.6036213e-02 2.9385934e-01 1.0543660e-01 2.7645945e+34 3.6655105e-01
3.7662900e-01 5.8666667e-01 -6.1498299e-01 -2.6025014e-02 2.9381423e-01 1.0539772e-01 2.7592836e+34 3.6655105e-01
3.7662900e-01 5.9333333e-01 -6.1486343e-01 -2.6013690e-02 2.9376860e-01 1.0535841e-01 2.7539174e+34 3.6655105e-01
3.7662900e-01 6.0000000e-01 -6.1474258e-01 -2.6002242e-02 2.9372246e-01 1.0531867e-01 2.7484959e+34 3.6655105e-01
3.7662900e-01 6.0666667e-01 -6.1462043e-01 -2.5990670e-02 2.9367580e-01 1.0527850e-01 2.7430195e+34 3.6655105e-01
3.7662900e-01 6.1333333e-01 -6.1449698e-01 -2.5978974e-02 2.9362864e-01 1.0523790e-01 2.7374883e+34 3.6655105e-01
3.7662900e-01 6.2000000e-01 -6.1437225e-01 -2.5967156e-02 2.9358098e-01 1.0519687e-01 2.7319026e+34 3.6655105e-01
3.7662900e-01 6.2666667e-01 -6.1424623e-01 -2.5955215e-02 2.9353283e-01 1.0515541e-01 2.7262625e+34 3.6655105e-01
3.7662900e-01 6.3333333e-01 -6.1411893e-01 -2.5943153e-02 2.9348419e-01 1.0511353e-01 2.7205684e+34 3.6655105e-01
3.7662900e-01 6.4000000e-01 -6.1399034e-01 -2.5930971e-02 2.9343508e-01 1.0507121e-01 2.7148205e+34 3.6655105e-01
3.7662900e-01 6.4666667e-01 -6.1386048e-01 -2.5918670e-02 2.9338549e-01 1.0502847e-01 2.7090190e+34 3.6655105e-01
3.7662900e-01 6.5333333e-01 -6.1372935e-01 -2.5906252e-02 2.9333545e-01 1.0498529e-01 2.7031642e+34 3.6655105e-01
3.7662900e-01 6.6000000e-01 -6.1359694e-01 -2.5893719e-02 2.9328494e-01 1.0494170e-01 2.6972565e+34 3.6655105e-01
3.7662900e-01 6.6666667e-01 -6.1346327e-01 -2.5881071e-02 2.9323399e-01 1.0489767e-01 2.6912960e+34 3.6655105e-01
3.7662900e-01 6.7333333e-01 -6.1332834e-01 -2.5868312e-02 2.9318258e-01 1.0485322e-01 2.6852830e+34 3.6655105e-01
3.7662900e-01 6.8000000e-01 -6.1319214e-01 -2.5855442e-02 2.9313073e-01 1.0480835e-01 2.6792178e+34 3.6655105e-01
3.7662900e-01 6.8666667e-01 -6.1305469e-01 -2.5842464e-02 2.9307843e-01 1.0476305e-01 2.6731007e+34 3.6655105e-01
3.7662900e-01 6.9333333e-01 -6.1291598e-01 -2.5829380e-02 2.9302569e-01 1.0471733e-01 2.6669319e+34 3.6655105e-01
3.7662900e-01 7.0000000e-01 -6.1277601e-01 -2.5816191e-02 2.9297249e-01 1.0467119e-01 2.6607117e+34 3.6655105e-01
3.7662900e-01 7.0666667e-01 -6.1263479e-01 -2.5802899e-02 2.9291884e-01 1.0462462e-01 2.6544403e+34 3.6655105e-01
3.7662900e-01 7.1333333e-01 -6.1249232e-01 -2.5789504e-02 2.9286474e-01 1.0457764e-01 2.6481179e+34 3.6655105e-01
3.7662900e-01 7.2000000e-01 -6.1234860e-01 -2.5776009e-02 2.9281016e-01 1.0453023e-01 2.6417446e+34 3.6655105e-01
3.7662900e-01 7.2666667e-01 -6.1220363e-01 -2.5762414e-02 2.9275510e-01 1.0448241e-01 2.6353208e+34 3.6655105e-01
3.7662900e-01 7.3333333e-01 -6.1205741e-01 -2.5748718e-02 2.9269954e-01 1.0443417e-01 2.6288465e+34 3.6655105e-01
3.7662900e-01 7.4000000e-01 -6.1190994e-01 -2.5734923e-02 2.9264349e-01 1.0438551e-01 2.6223219e+34 3.6655105e-01
3.7662900e-01 7.4666667e-01 -6.1176122e-01 -2.5721026e-02 2.9258691e-01 1.0433643e-01 2.6157471e+34 3.6655105e-01
3.7662900e-01 7.5333333e-01 -6.1161124e-01 -2.5707028e-02 2.9252980e-01 1.0428693e-01 2.6091222e+34 3.6655105e-01
3.7662900e-01 7.6000000e-01 -6.1146001e-01 -2.5692925e-02 2.9247214e-01 1.0423702e-01 2.6024473e+34 3.6655105e-01
3.7662900e-01 7.6666667e-01 -6.1130752e-01 -2.5678717e-02 2.9241393e-01 1.0418669e-01 2.5957224e+34 3.6655105e-01
3.7662900e-01 7.7333333e-01 -6.1115378e-01 -2.5664399e-02 2.9235514e-01 1.0413594e-01 2.5889477e+34 3.6655105e-01
3.7662900e-01 7.8000000e-01 -6.1099877e-01 -2.5649970e-02 2.9229577e-01 1.0408478e-01 2.5821231e+34 3.6655105e-01
3.7662900e-01 7.8666667e-01 -6.1084251e-01 -2.5635426e-02 2.9223582e-01 1.0403321e-01 2.5752488e+34 3.6655105e-01
3.7662900e-01 7.9333333e-01 -6.1068499e-01 -2.5620762e-02 2.9217528e-01 1.0398121e-01 2.5683248e+34 3.6655105e-01
3.7662900e-01 8.0000000e-01 -6.1052620e-01 -2.5605977e-02 2.9211415e-01 1.0392880e-01 2.5613512e+34 3.6655105e-01
3.7662900e-01 8.0666667e-01 -6.1036616e-01 -2.5591064e-02 2.9205245e-01 1.0387598e-01 2.5543280e+34 3.6655105e-01
3.7662900e-01 8.1333333e-01 -6.1020486e-01 -2.5576022e-02 2.9199018e-01 1.0382274e-01 2.5472556e+34 3.6655105e-01
3.7662900e-01 8.2000000e-01 -6.1004231e-01 -2.5560848e-02 2.9192737e-01 1.0376908e-01 2.5401339e+34 3.6655105e-01
3.7662900e-01 8.2666667e-01 -6.0987850e-01 -2.5545540e-02 2.9186403e-01 1.0371500e-01 2.5329632e+34 3.6655105e-01
3.7662900e-01 8.3333333e-01 -6.0971345e-01 -2.5530097e-02 2.9180020e-01 1.0366051e-01 2.5257439e+34 3.6655105e-01
3.7662900e-01 8.4000000e-01 -6.0954716e-01 -2.5514519e-02 2.9173591e-01 1.0360560e-01 2.5184762e+34 3.6655105e-01
3.7662900e-01 8.4666667e-01 -6.0937963e-01 -2.5498809e-02 2.9167119e-01 1.0355027e-01 2.5111606e+34 3.6655105e-01
3.7662900e-01 8.5333333e-01 -6.0921087e-01 -2.5482970e-02 2.9160608e-01 1.0349453e-01 2.5037974e+34 3.6655105e-01
3.7662900e-01 8.6000000e-01 -6.0904089e-01 -2.5467009e-02 2.9154061e-01 1.0343838e-01 2.4963872e+34 3.6655105e-01
3.7662900e-01 8.6666667e-01 -6.0886969e-01 -2.5450933e-02 2.9147481e-01 1.0338181e-01 2.4889304e+34 3.6655105e-01
3.7662900e-01 8.7333333e-01 -6.0869727e-01 -2.5434753e-02 2.9140870e-01 1.0332484e-01 2.4814277e+34 3.6655105e-01
3.7662900e-01 8.8000000e-01 -6.0852365e-01 -2.5418479e-02 2.9134228e-01 1.0326745e-01 2.4738796e+34 3.6655105e-01
3.7662900e-01 8.8666667e-01 -6.0834881e-01 -2.5402124e-02 2.9127555e-01 1.0320967e-01 2.4662864e+34 3.6655105e-01
3.7662900e-01 8.9333333e-01 -6.0817276e-01 -2.5385702e-02 2.9120848e-01 1.0315148e-01 2.4586487e+34 3.6655105e-01
3.7662900e-01 9.0000000e-01 -6.0799547e-01 -2.5369224e-02 2.9114101e-01 1.0309290e-01 2.4509665e+34 3.6655105e-01
3.7662900e-01 9.0666667e-01 -6.0781693e-01 -2.5352700e-02 2.9107307e-01 1.0303392e-01 2.4432399e+34 3.6655105e-01
3.7662900e-01 9.1333333e-01 -6.0763712e-01 -2.5336133e-02 2.9100454e-01 1.0297456e-01 2.4354684e+34 3.6655105e-01
3.7662900e-01 9.2000000e-01 -6.0745599e-01 -2.5319520e-02 2.9093529e-01 1.0291481e-01 2.4276513e+34 3.6655105e-01
3.7662900e-01 9.2666667e-01 -6.0727350e-01 -2.5302842e-02 2.9086517e-01 1.0285468e-01 2.4197869e+34 3.6655105e-01
3.7662900e-01 9.3333333e-01 -6.0708958e-01 -2.5286067e-02 2.9079398e-01 1.0279416e-01 2.4118732e+34 3.6655105e-01
3.7662900e-01 9.4000000e-01 -6.0690415e-01 -2.5269132e-02 2.9072156e-01 1.0273325e-01 2.4039069e+34 3.6655105e-01
3.7662900e-01 9.4666667e-01 -6.0671712e-01 -2.5251946e-02 2.9064776e-01 1.0267193e-01 2.3958837e+34 3.6655105e-01
3.7662900e-01 9.5333333e-01 -6.0652839e-01 -2.5234372e-02 2.9057246e-01 1.0261018e-01 2.3877980e+34 3.6655105e-01
3.7662900e-01 9.6000000e-01 -6.0633784e-01 -2.5216218e-02 2.9049567e-01 1.0254798e-01 2.3796424e+34 3.6655105e-01
3.7662900e-01 9.6666667e-01 -6.0614534e-01 -2.5197220e-02 2.9041756e-01 1.0248528e-01 2.3714076e+34 3.6655105e-01
3.7662900e-01 9.7333333e-01 -6.0595075e-01 -2.5177023e-02 2.9033855e-01 1.0242200e-01 2.3630819e+34 3.6655105e-01
3.7662900e-01 9.8000000e-01 -6.0575394e-01 -2.5155161e-02 2.9025942e-01 1.0235807e-01 2.3546513e+34 3.6655105e-01
3.7662900e-01 9.8666667e-01 -6.0555481e-01 -2.5131030e-02 2.9018147e-01 1.0229335e-01 2.3460987e+34 3.6655105e-01
3.7662900e-01 9.9333333e-01 -6.0535325e-01 -2.5103855e-02 2.9010734e-01 1.0222768e-01 2.3374034e+34 3.6655105e-01
3.7662900e-01 1.0000000e+00 -6.0514925e-01 -2.5072655e-02 2.9003830e-01 1.0216086e-01 2.3285414e+34 3.6655105e-01
3.7996200e-01 0.0000000e+00 -6.1520263e-01 -2.5991838e-02 2.9354626e-01 1.0566787e-01 2.8581383e+34 3.6655105e-01
3.7996200e-01 6.6666667e-03 -6.1520193e-01 -2.5991770e-02 2.9354587e-01 1.0566764e-01 2.8581064e+34 3.6655105e-01
3.7996200e-01 1.3333333e-02 -6.1519982e-01 -2.5991567e-02 2.9354507e-01 1.0566695e-01 2.8580109e+34 3.6655105e-01
3.7996200e-01 2.0000000e-02 -6.1519631e-01 -2.5991229e-02 2.9354372e-01 1.0566580e-01 2.8578517e+34 3.6655105e-01
3.7996200e-01 2.6666667e-02 -6.1519140e-01 -2.5990756e-02 2.9354183e-01 1.0566419e-01 2.8576288e+34 3.6655105e-01
3.7996200e-01 3.3333333e-02 -6.1518509e-01 -2.5990148e-02 2.9353940e-01 1.0566212e-01 2.8573423e+34 3.6655105e-01
3.7996200e-01 4.0000000e-02 -6.1517737e-01 -2.5989405e-02 2.9353644e-01 1.0565959e-01 2.8569922e+34 3.6655105e-01
3.7996200e-01 4.6666667e-02 -6.1516825e-01 -2.5988528e-02 2.9353294e-01 1.0565659e-01 2.8565784e+34 3.6655105e-01
3.7996200e-01 5.3333333e-02 -6.1515773e-01 -2.5987517e-02 2.9352890e-01 1.0565314e-01 2.8561011e+34 3.6655105e-01
3.7996200e-01 6.0000000e-02 -6.1514581e-01 -2.5986372e-02 2.9352433e-01 1.0564923e-01 2.8555603e+34 3.6655105e-01
3.7996200e-01 6.6666667e-02 -6.1513249e-01 -2.5985093e-02 2.9351923e-01 1.0564486e-01 2.8549560e+34 3.6655105e-01
3.7996200e-01 7.3333333e-02 -6.1511776e-01 -2.5983682e-02 2.9351360e-01 1.0564002e-01 2.8542883e+34 3.6655105e-01
3.7996200e-01 8.0000000e-02 -6.1510164e-01 -2.5982137e-02 2.9350744e-01 1.0563473e-01 2.8535571e+34 3.6655105e-01
3.7996200e-01 8.6666667e-02 -6.1508413e-01 -2.5980460e-02 2.9350075e-01 1.0562898e-01 2.8527626e+34 3.6655105e-01
3.7996200e-01 9.3333333e-02 -6.1506521e-01 -2.5978651e-02 2.9349353e-01 1.0562277e-01 2.8519048e+34 3.6655105e-01
3.7996200e-01 1.0000000e-01 -6.1504490e-01 -2.5976711e-02 2.9348579e-01 1.0561609e-01 2.8509838e+34 3.6655105e-01
3.7996200e-01 1.0666667e-01 -6.1502319e-01 -2.5974639e-02 2.9347753e-01 1.0560896e-01 2.8499995e+34 3.6655105e-01
3.7996200e-01 1.1333333e-01 -6.1500009e-01 -2.5972436e-02 2.9346875e-01 1.0560137e-01 2.8489521e+34 3.6655105e-01
3.7996200e-01 1.2000000e-01 -6.1497559e-01 -2.5970103e-02 2.9345944e-01 1.0559332e-01 2.8478417e+34 3.6655105e-01
3.7996200e-01 1.2666667e-01 -6.1494970e-01 -2.5967639e-02 2.9344962e-01 1.0558481e-01 2.8466682e+34 3.6655105e-01
3.7996200e-01 1.3333333e-01 -6.1492242e-01 -2.5965046e-02 2.9343927e-01 1.0557584e-01 2.8454317e+34 3.6655105e-01
3.7996200e-01 1.4000000e-01 -6.1489374e-01 -2.5962323e-02 2.9342841e-01 1.0556641e-01 2.8441323e+34 3.6655105e-01
3.7996200e-01 1.4666667e-01 -6.1486367e-01 -2.5959471e-02 2.9341703e-01 1.0555653e-01 2.8427701e+34 3.6655105e-01
3.7996200e-01 1.5333333e-01 -6.1483222e-01 -2.5956490e-02 2.9340513e-01 1.0554618e-01 2.8413450e+34 3.6655105e-01
3.7996200e-01 1.6000000e-01 -6.1479937e-01 -2.5953379e-02 2.9339272e-01 1.0553538e-01 2.8398573e+34 3.6655105e-01
3.7996200e-01 1.6666667e-01 -6.1476513e-01 -2.5950140e-02 2.9337978e-01 1.0552411e-01 2.8383068e+34 3.6655105e-01
3.7996200e-01 1.7333333e-01 -6.1472950e-01 -2.5946772e-02 2.9336633e-01 1.0551239e-01 2.8366937e+34 3.6655105e-01
3.7996200e-01 1.8000000e-01 -6.1469249e-01 -2.5943275e-02 2.9335236e-01 1.0550021e-01 2.8350179e+34 3.6655105e-01
3.7996200e-01 1.8666667e-01 -6.1465408e-01 -2.5939650e-02 2.9333787e-01 1.0548757e-01 2.8332797e+34 3.6655105e-01
3.7996200e-01 1.9333333e-01 -6.1461429e-01 -2.5935895e-02 2.9332285e-01 1.0547448e-01 2.8314790e+34 3.6655105e-01
3.7996200e-01 2.0000000e-01 -6.1457311e-01 -2.5932012e-02 2.9330732e-01 1.0546093e-01 2.8296158e+34 3.6655105e-01
3.7996200e-01 2.0666667e-01 -6.1453055e-01 -2.5928000e-02 2.9329125e-01 1.0544691e-01 2.8276903e+34 3.6655105e-01
3.7996200e-01 2.1333333e-01 -6.1448659e-01 -2.5923858e-02 2.9327467e-01 1.0543245e-01 2.8257024e+34 3.6655105e-01
3.7996200e-01 2.2000000e-01 -6.1444125e-01 -2.5919588e-02 2.9325755e-01 1.0541752e-01 2.8236522e+34 3.6655105e-01
3.7996200e-01 2.2666667e-01 -6.1439452e-01 -2.5915187e-02 2.9323991e-01 1.0540214e-01 2.8215398e+34 3.6655105e-01
3.7996200e-01 2.3333333e-01 -6.1434641e-01 -2.5910657e-02 2.9322173e-01 1.0538630e-01 2.8193653e+34 3.6655105e-01
3.7996200e-01 2.4000000e-01 -6.1429691e-01 -2.5905997e-02 2.9320303e-01 1.0537000e-01 2.8171286e+34 3.6655105e-01
3.7996200e-01 2.4666667e-01 -6.1424603e-01 -2.5901207e-02 2.9318379e-01 1.0535325e-01 2.8148299e+34 3.6655105e-01
3.7996200e-01 2.5333333e-01 -6.1419376e-01 -2.5896286e-02 2.9316401e-01 1.0533604e-01 2.8124692e+34 3.6655105e-01
3.7996200e-01 2.6000000e-01 -6.1414010e-01 -2.5891234e-02 2.9314370e-01 1.0531838e-01 2.8100465e+34 3.6655105e-01
3.7996200e-01 2.6666667e-01 -6.1408506e-01 -2.5886052e-02 2.9312286e-01 1.0530026e-01 2.8075620e+34 3.6655105e-01
3.7996200e-01 2.7333333e-01 -6.1402864e-01 -2.5880738e-02 2.9310147e-01 1.0528168e-01 2.8050158e+34 3.6655105e-01
3.7996200e-01 2.8000000e-01 -6.1397084e-01 -2.5875293e-02 2.9307955e-01 1.0526265e-01 2.8024078e+34 3.6655105e-01
3.7996200e-01 2.8666667e-01 -6.1391165e-01 -2.5869717e-02 2.9305709e-01 1.0524316e-01 2.7997381e+34 3.6655105e-01
3.7996200e-01 2.9333333e-01 -6.1385108e-01 -2.5864009e-02 2.9303409e-01 1.0522322e-01 2.7970070e+34 3.6655105e-01
3.7996200e-01 3.0000000e-01 -6.1378913e-01 -2.5858170e-02 2.9301055e-01 1.0520282e-01 2.7942143e+34 3.6655105e-01
3.7996200e-01 3.0666667e-01 -6.1372580e-01 -2.5852200e-02 2.9298648e-01 1.0518197e-01 2.7913604e+34 3.6655105e-01
3.7996200e-01 3.1333333e-01 -6.1366109e-01 -2.5846098e-02 2.9296187e-01 1.0516066e-01 2.7884452e+34 3.6655105e-01
3.7996200e-01 3.2000000e-01 -6.1359501e-01 -2.5839865e-02 2.9293672e-01 1.0513890e-01 2.7854688e+34 3.6655105e-01
3.7996200e-01 3.2666667e-01 -6.1352755e-01 -2.5833501e-02 2.9291104e-01 1.0511669e-01 2.7824315e+34 3.6655105e-01
3.7996200e-01 3.3333333e-01 -6.1345872e-01 -2.5827006e-02 2.9288484e-01 1.0509402e-01 2.7793332e+34 3.6655105e-01
3.7996200e-01 3.4000000e-01 -6.1338851e-01 -2.5820381e-02 2.9285810e-01 1.0507090e-01 2.7761742e+34 3.6655105e-01
3.7996200e-01 3.4666667e-01 -6.1331694e-01 -2.5813625e-02 2.9283084e-01 1.0504732e-01 2.7729545e+34 3.6655105e-01
3.7996200e-01 3.5333333e-01 -6.1324399e-01 -2.5806740e-02 2.9280305e-01 1.0502329e-01 2.7696743e+34 3.6655105e-01
3.7996200e-01 3.6000000e-01 -6.1316968e-01 -2.5799726e-02 2.9277474e-01 1.0499881e-01 2.7663338e+34 3.6655105e-01
3.7996200e-01 3.6666667e-01 -6.1309400e-01 -2.5792584e-02 2.9274591e-01 1.0497388e-01 2.7629331e+34 3.6655105e-01
3.7996200e-01 3.7333333e-01 -6.1301696e-01 -2.5785314e-02 2.9271657e-01 1.0494850e-01 2.7594723e+34 3.6655105e-01
3.7996200e-01 3.8000000e-01 -6.1293855e-01 -2.5777916e-02 2.9268672e-01 1.0492266e-01 2.7559516e+34 3.6655105e-01
3.7996200e-01 3.8666667e-01 -6.1285879e-01 -2.5770392e-02 2.9265635e-01 1.0489638e-01 2.7523711e+34 3.6655105e-01
3.7996200e-01 3.9333333e-01 -6.1277767e-01 -2.5762743e-02 2.9262548e-01 1.0486964e-01 2.7487311e+34 3.6655105e-01
3.7996200e-01 4.0000000e-01 -6.1269519e-01 -2.5754968e-02 2.9259410e-01 1.0484245e-01 2.7450317e+34 3.6655105e-01
3.7996200e-01 4.0666667e-01 -6.1261136e-01 -2.5747069e-02 2.9256222e-01 1.0481481e-01 2.7412730e+34 3.6655105e-01
3.7996200e-01 4.1333333e-01 -6.1252618e-01 -2.5739046e-02 2.9252983e-01 1.0478672e-01 2.7374552e+34 3.6655105e-01
3.7996200e-01 4.2000000e-01 -6.1243965e-01 -2.5730901e-02 2.9249695e-01 1.0475819e-01 2.7335785e+34 3.6655105e-01
3.7996200e-01 4.2666667e-01 -6.1235177e-01 -2.5722633e-02 2.9246357e-01 1.0472920e-01 2.7296430e+34 3.6655105e-01
3.7996200e-01 4.3333333e-01 -6.1226255e-01 -2.5714244e-02 2.9242968e-01 1.0469976e-01 2.7256489e+34 3.6655105e-01
3.7996200e-01 4.4000000e-01 -6.1217198e-01 -2.5705734e-02 2.9239530e-01 1.0466988e-01 2.7215964e+34 3.6655105e-01
3.7996200e-01 4.4666667e-01 -6.1208006e-01 -2.5697105e-02 2.9236042e-01 1.0463955e-01 2.7174856e+34 3.6655105e-01
3.7996200e-01 4.5333333e-01 -6.1198681e-01 -2.5688355e-02 2.9232504e-01 1.0460877e-01 2.7133167e+34 3.6655105e-01
3.7996200e-01 4.6000000e-01 -6.1189221e-01 -2.5679486e-02 2.9228916e-01 1.0457754e-01 2.7090898e+34 3.6655105e-01
3.7996200e-01 4.6666667e-01 -6.1179628e-01 -2.5670498e-02 2.9225277e-01 1.0454587e-01 2.7048051e+34 3.6655105e-01
3.7996200e-01 4.7333333e-01 -6.1169901e-01 -2.5661392e-02 2.9221588e-01 1.0451375e-01 2.7004626e+34 3.6655105e-01
3.7996200e-01 4.8000000e-01 -6.1160040e-01 -2.5652167e-02 2.9217848e-01 1.0448119e-01 2.6960627e+34 3.6655105e-01
3.7996200e-01 4.8666667e-01 -6.1150046e-01 -2.5642824e-02 2.9214057e-01 1.0444818e-01 2.6916053e+34 3.6655105e-01
3.7996200e-01 4.9333333e-01 -6.1139918e-01 -2.5633362e-02 2.9210214e-01 1.0441473e-01 2.6870907e+34 3.6655105e-01
3.7996200e-01 5.0000000e-01 -6.1129657e-01 -2.5623783e-02 2.9206320e-01 1.0438083e-01 2.6825190e+34 3.6655105e-01
3.7996200e-01 5.0666667e-01 -6.1119263e-01 -2.5614084e-02 2.9202373e-01 1.0434649e-01 2.6778903e+34 3.6655105e-01
3.7996200e-01 5.1333333e-01 -6.1108736e-01 -2.5604267e-02 2.9198375e-01 1.0431170e-01 2.6732047e+34 3.6655105e-01
3.7996200e-01 5.2000000e-01 -6.1098075e-01 -2.5594331e-02 2.9194323e-01 1.0427647e-01 2.6684624e+34 3.6655105e-01
3.7996200e-01 5.2666667e-01 -6.1087282e-01 -2.5584276e-02 2.9190218e-01 1.0424080e-01 2.6636635e+34 3.6655105e-01
3.7996200e-01 5.3333333e-01 -6.1076355e-01 -2.5574100e-02 2.9186060e-01 1.0420468e-01 2.6588081e+34 3.6655105e-01
3.7996200e-01 5.4000000e-01 -6.1065296e-01 -2.5563804e-02 2.9181849e-01 1.0416813e-01 2.6538965e+34 3.6655105e-01
3.7996200e-01 5.4666667e-01 -6.1054104e-01 -2.5553388e-02 2.9177584e-01 1.0413113e-01 2.6489286e+34 3.6655105e-01
3.7996200e-01 5.5333333e-01 -6.1042780e-01 -2.5542850e-02 2.9173264e-01 1.0409369e-01 2.6439047e+34 3.6655105e-01
3.7996200e-01 5.6000000e-01 -6.1031323e-01 -2.5532191e-02 2.9168891e-01 1.0405581e-01 2.6388249e+34 3.6655105e-01
3.7996200e-01 5.6666667e-01 -6.1019734e-01 -2.5521409e-02 2.9164465e-01 1.0401748e-01 2.6336894e+34 3.6655105e-01
3.7996200e-01 5.7333333e-01 -6.1008012e-01 -2.5510505e-02 2.9159984e-01 1.0397872e-01 2.6284983e+34 3.6655105e-01
3.7996200e-01 5.8000000e-01 -6.0996159e-01 -2.5499478e-02 2.9155450e-01 1.0393952e-01 2.6232518e+34 3.6655105e-01
3.7996200e-01 5.8666667e-01 -6.0984174e-01 -2.5488328e-02 2.9150862e-01 1.0389988e-01 2.6179501e+34 3.6655105e-01
3.7996200e-01 5.9333333e-01 -6.0972057e-01 -2.5477056e-02 2.9146221e-01 1.0385980e-01 2.6125933e+34 3.6655105e-01
3.7996200e-01 6.0000000e-01 -6.0959809e-01 -2.5465660e-02 2.9141529e-01 1.0381928e-01 2.6071818e+34 3.6655105e-01
