
-------------------------------------------------------------------------------
eosDaniela/eosSLy4,  MDIVxSDIV=151x301,  accuracy=1e-06
-------------------------------------------------------------------------------
   rho_c        M         M_0         R         Omega      Omega_p       T/W           C*J/GM_s^2      I        h_plus       h_minus       Z_p      Z_b        Z_f       omega_c/Omega   r_e     r_ratio     Omega_pa    Omega+    u_phi    r_plus     r_minus    exp_gamma_eq    exp_gamma_plus    exp_gamma_minus    conv_rad    conv_plus    conv_minus  chi    q    Mgeom    M2_geom   Jgeom   S3_geom    M2_asy    M2    S3_asy    S3    B0_geom    B0/M^2    M2^GH_geom   S3^GH_geom   M4_geom   M4_asy^GH_geom   B2/M^4   S5_geom  B2_asy/M^4   M4_asy_geom   S5_asy_geom  M4_geom_2points  M4_geom_3points  M4_geom_4points
-------------------------------------------------------------------------------
9.47690e+14 1.56138e+00 1.72049e+00 1.36979e+01 6.15062e-01 9.02166e-01 7.57878e-02 1.34446e+00 1.92107e+00 0.00000e+00 5.65289e+00 2.97628e-01 7.67285e-01 -1.35157e-01 4.88710e-01 1.11944e+01 7.36260e-01 9.02166e-01 9.02166e-01 4.92129e+00 0.00000e+00 1.69316e+01 9.90589e-01 1.00000e+00 9.95952e-01 1.22364e+00 1.00000e+00 1.14288e+00 5.51482e-01 -1.17672e+00 2.30360e+00 -1.43746e+01 2.92647e+00 -3.59462e+01 -1.93729e+02 -1.93596e+02 -1.45244e+00 -1.45134e+00 -1.14710e+00 -2.16167e-01 -1.49261e+01 -3.72072e+01 2.42459e+02 2.91385e+02 1.31486e-01 -2.03400e+04 6.75792e+05 2.79650e+02 -2.53253e+08 2.18202e+02 2.16515e+02 2.15926e+02 
---------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------
r/(r+r_e)  cos(theta)     rho        gamma      alpha      omega     pressure   Omega
3.2996700e-01 8.0000000e-02 -7.2256068e-01 -3.3478701e-02 3.4101256e-01 2.2209232e-01 4.3362972e+34 6.1506178e-01
3.2996700e-01 8.6666667e-02 -7.2250659e-01 -3.3472895e-02 3.4099300e-01 2.2206499e-01 4.3336763e+34 6.1506178e-01
3.2996700e-01 9.3333333e-02 -7.2244818e-01 -3.3466628e-02 3.4097189e-01 2.2203548e-01 4.3308470e+34 6.1506178e-01
3.2996700e-01 1.0000000e-01 -7.2238547e-01 -3.3459901e-02 3.4094922e-01 2.2200379e-01 4.3278095e+34 6.1506178e-01
3.2996700e-01 1.0666667e-01 -7.2231844e-01 -3.3452715e-02 3.4092501e-01 2.2196992e-01 4.3245642e+34 6.1506178e-01
3.2996700e-01 1.1333333e-01 -7.2224712e-01 -3.3445072e-02 3.4089924e-01 2.2193386e-01 4.3211113e+34 6.1506178e-01
3.2996700e-01 1.2000000e-01 -7.2217149e-01 -3.3436971e-02 3.4087193e-01 2.2189563e-01 4.3174511e+34 6.1506178e-01
3.2996700e-01 1.2666667e-01 -7.2209156e-01 -3.3428413e-02 3.4084307e-01 2.2185522e-01 4.3135841e+34 6.1506178e-01
3.2996700e-01 1.3333333e-01 -7.2200735e-01 -3.3419401e-02 3.4081267e-01 2.2181263e-01 4.3095106e+34 6.1506178e-01
3.2996700e-01 1.4000000e-01 -7.2191884e-01 -3.3409933e-02 3.4078073e-01 2.2176787e-01 4.3052309e+34 6.1506178e-01
3.2996700e-01 1.4666667e-01 -7.2182605e-01 -3.3400012e-02 3.4074724e-01 2.2172093e-01 4.3007454e+34 6.1506178e-01
3.2996700e-01 1.5333333e-01 -7.2172898e-01 -3.3389639e-02 3.4071222e-01 2.2167182e-01 4.2960547e+34 6.1506178e-01
3.2996700e-01 1.6000000e-01 -7.2162763e-01 -3.3378813e-02 3.4067566e-01 2.2162053e-01 4.2911589e+34 6.1506178e-01
3.2996700e-01 1.6666667e-01 -7.2152201e-01 -3.3367537e-02 3.4063755e-01 2.2156708e-01 4.2860587e+34 6.1506178e-01
3.2996700e-01 1.7333333e-01 -7.2141212e-01 -3.3355810e-02 3.4059791e-01 2.2151145e-01 4.2807545e+34 6.1506178e-01
3.2996700e-01 1.8000000e-01 -7.2129797e-01 -3.3343634e-02 3.4055673e-01 2.2145366e-01 4.2752466e+34 6.1506178e-01
3.2996700e-01 1.8666667e-01 -7.2117956e-01 -3.3331010e-02 3.4051401e-01 2.2139370e-01 4.2695357e+34 6.1506178e-01
3.2996700e-01 1.9333333e-01 -7.2105690e-01 -3.3317938e-02 3.4046976e-01 2.2133157e-01 4.2636222e+34 6.1506178e-01
3.2996700e-01 2.0000000e-01 -7.2092999e-01 -3.3304419e-02 3.4042397e-01 2.2126729e-01 4.2575066e+34 6.1506178e-01
3.2996700e-01 2.0666667e-01 -7.2079884e-01 -3.3290454e-02 3.4037664e-01 2.2120084e-01 4.2511894e+34 6.1506178e-01
3.2996700e-01 2.1333333e-01 -7.2066345e-01 -3.3276044e-02 3.4032777e-01 2.2113223e-01 4.2446711e+34 6.1506178e-01
3.2996700e-01 2.2000000e-01 -7.2052384e-01 -3.3261190e-02 3.4027736e-01 2.2106146e-01 4.2379525e+34 6.1506178e-01
3.2996700e-01 2.2666667e-01 -7.2037999e-01 -3.3245893e-02 3.4022542e-01 2.2098854e-01 4.2310339e+34 6.1506178e-01
3.2996700e-01 2.3333333e-01 -7.2023193e-01 -3.3230153e-02 3.4017194e-01 2.2091346e-01 4.2239160e+34 6.1506178e-01
3.2996700e-01 2.4000000e-01 -7.2007965e-01 -3.3213971e-02 3.4011692e-01 2.2083623e-01 4.2165994e+34 6.1506178e-01
3.2996700e-01 2.4666667e-01 -7.1992316e-01 -3.3197349e-02 3.4006036e-01 2.2075685e-01 4.2090848e+34 6.1506178e-01
3.2996700e-01 2.5333333e-01 -7.1976248e-01 -3.3180287e-02 3.4000227e-01 2.2067532e-01 4.2013727e+34 6.1506178e-01
3.2996700e-01 2.6000000e-01 -7.1959760e-01 -3.3162786e-02 3.3994264e-01 2.2059165e-01 4.1934639e+34 6.1506178e-01
3.2996700e-01 2.6666667e-01 -7.1942853e-01 -3.3144847e-02 3.3988147e-01 2.2050583e-01 4.1853589e+34 6.1506178e-01
3.2996700e-01 2.7333333e-01 -7.1925528e-01 -3.3126472e-02 3.3981877e-01 2.2041787e-01 4.1770586e+34 6.1506178e-01
3.2996700e-01 2.8000000e-01 -7.1907786e-01 -3.3107661e-02 3.3975454e-01 2.2032777e-01 4.1685636e+34 6.1506178e-01
3.2996700e-01 2.8666667e-01 -7.1889628e-01 -3.3088416e-02 3.3968877e-01 2.2023554e-01 4.1598747e+34 6.1506178e-01
3.2996700e-01 2.9333333e-01 -7.1871053e-01 -3.3068737e-02 3.3962147e-01 2.2014117e-01 4.1509926e+34 6.1506178e-01
3.2996700e-01 3.0000000e-01 -7.1852064e-01 -3.3048627e-02 3.3955265e-01 2.2004467e-01 4.1419182e+34 6.1506178e-01
3.2996700e-01 3.0666667e-01 -7.1832661e-01 -3.3028087e-02 3.3948230e-01 2.1994604e-01 4.1326521e+34 6.1506178e-01
3.2996700e-01 3.1333333e-01 -7.1812844e-01 -3.3007117e-02 3.3941042e-01 2.1984528e-01 4.1231953e+34 6.1506178e-01
3.2996700e-01 3.2000000e-01 -7.1792615e-01 -3.2985721e-02 3.3933703e-01 2.1974240e-01 4.1135485e+34 6.1506178e-01
3.2996700e-01 3.2666667e-01 -7.1771975e-01 -3.2963899e-02 3.3926212e-01 2.1963740e-01 4.1037127e+34 6.1506178e-01
3.2996700e-01 3.3333333e-01 -7.1750924e-01 -3.2941653e-02 3.3918570e-01 2.1953028e-01 4.0936887e+34 6.1506178e-01
3.2996700e-01 3.4000000e-01 -7.1729464e-01 -3.2918985e-02 3.3910778e-01 2.1942104e-01 4.0834775e+34 6.1506178e-01
3.2996700e-01 3.4666667e-01 -7.1707595e-01 -3.2895897e-02 3.3902834e-01 2.1930969e-01 4.0730799e+34 6.1506178e-01
3.2996700e-01 3.5333333e-01 -7.1685319e-01 -3.2872391e-02 3.3894741e-01 2.1919623e-01 4.0624968e+34 6.1506178e-01
3.2996700e-01 3.6000000e-01 -7.1662636e-01 -3.2848469e-02 3.3886499e-01 2.1908067e-01 4.0517294e+34 6.1506178e-01
3.2996700e-01 3.6666667e-01 -7.1639548e-01 -3.2824134e-02 3.3878107e-01 2.1896300e-01 4.0407784e+34 6.1506178e-01
3.2996700e-01 3.7333333e-01 -7.1616056e-01 -3.2799387e-02 3.3869567e-01 2.1884323e-01 4.0296451e+34 6.1506178e-01
3.2996700e-01 3.8000000e-01 -7.1592160e-01 -3.2774231e-02 3.3860879e-01 2.1872136e-01 4.0183302e+34 6.1506178e-01
3.2996700e-01 3.8666667e-01 -7.1567862e-01 -3.2748668e-02 3.3852044e-01 2.1859740e-01 4.0068350e+34 6.1506178e-01
3.2996700e-01 3.9333333e-01 -7.1543163e-01 -3.2722701e-02 3.3843061e-01 2.1847135e-01 3.9951603e+34 6.1506178e-01
3.2996700e-01 4.0000000e-01 -7.1518064e-01 -3.2696332e-02 3.3833931e-01 2.1834321e-01 3.9833074e+34 6.1506178e-01
3.2996700e-01 4.0666667e-01 -7.1492566e-01 -3.2669563e-02 3.3824656e-01 2.1821299e-01 3.9712772e+34 6.1506178e-01
3.2996700e-01 4.1333333e-01 -7.1466671e-01 -3.2642398e-02 3.3815234e-01 2.1808069e-01 3.9590709e+34 6.1506178e-01
3.2996700e-01 4.2000000e-01 -7.1440380e-01 -3.2614839e-02 3.3805667e-01 2.1794631e-01 3.9466896e+34 6.1506178e-01
3.2996700e-01 4.2666667e-01 -7.1413693e-01 -3.2586888e-02 3.3795955e-01 2.1780986e-01 3.9341343e+34 6.1506178e-01
3.2996700e-01 4.3333333e-01 -7.1386612e-01 -3.2558547e-02 3.3786098e-01 2.1767134e-01 3.9214063e+34 6.1506178e-01
3.2996700e-01 4.4000000e-01 -7.1359139e-01 -3.2529820e-02 3.3776096e-01 2.1753075e-01 3.9085066e+34 6.1506178e-01
3.2996700e-01 4.4666667e-01 -7.1331274e-01 -3.2500709e-02 3.3765951e-01 2.1738811e-01 3.8954364e+34 6.1506178e-01
3.2996700e-01 4.5333333e-01 -7.1303019e-01 -3.2471217e-02 3.3755661e-01 2.1724340e-01 3.8821968e+34 6.1506178e-01
3.2996700e-01 4.6000000e-01 -7.1274374e-01 -3.2441345e-02 3.3745226e-01 2.1709665e-01 3.8687891e+34 6.1506178e-01
3.2996700e-01 4.6666667e-01 -7.1245342e-01 -3.2411096e-02 3.3734648e-01 2.1694784e-01 3.8552143e+34 6.1506178e-01
3.2996700e-01 4.7333333e-01 -7.1215923e-01 -3.2380472e-02 3.3723927e-01 2.1679699e-01 3.8414737e+34 6.1506178e-01
3.2996700e-01 4.8000000e-01 -7.1186118e-01 -3.2349477e-02 3.3713061e-01 2.1664410e-01 3.8275685e+34 6.1506178e-01
3.2996700e-01 4.8666667e-01 -7.1155930e-01 -3.2318111e-02 3.3702052e-01 2.1648917e-01 3.8134999e+34 6.1506178e-01
3.2996700e-01 4.9333333e-01 -7.1125358e-01 -3.2286377e-02 3.3690899e-01 2.1633221e-01 3.7992690e+34 6.1506178e-01
3.2996700e-01 5.0000000e-01 -7.1094405e-01 -3.2254277e-02 3.3679602e-01 2.1617323e-01 3.7848771e+34 6.1506178e-01
3.2996700e-01 5.0666667e-01 -7.1063071e-01 -3.2221814e-02 3.3668161e-01 2.1601222e-01 3.7703254e+34 6.1506178e-01
3.2996700e-01 5.1333333e-01 -7.1031358e-01 -3.2188988e-02 3.3656577e-01 2.1584919e-01 3.7556152e+34 6.1506178e-01
3.2996700e-01 5.2000000e-01 -7.0999267e-01 -3.2155802e-02 3.3644849e-01 2.1568415e-01 3.7407478e+34 6.1506178e-01
3.2996700e-01 5.2666667e-01 -7.0966800e-01 -3.2122259e-02 3.3632977e-01 2.1551709e-01 3.7257243e+34 6.1506178e-01
3.2996700e-01 5.3333333e-01 -7.0933958e-01 -3.2088358e-02 3.3620961e-01 2.1534803e-01 3.7105461e+34 6.1506178e-01
3.2996700e-01 5.4000000e-01 -7.0900742e-01 -3.2054104e-02 3.3608802e-01 2.1517697e-01 3.6952144e+34 6.1506178e-01
3.2996700e-01 5.4666667e-01 -7.0867153e-01 -3.2019497e-02 3.3596500e-01 2.1500392e-01 3.6797305e+34 6.1506178e-01
3.2996700e-01 5.5333333e-01 -7.0833193e-01 -3.1984539e-02 3.3584054e-01 2.1482887e-01 3.6640958e+34 6.1506178e-01
3.2996700e-01 5.6000000e-01 -7.0798864e-01 -3.1949232e-02 3.3571466e-01 2.1465184e-01 3.6483116e+34 6.1506178e-01
3.2996700e-01 5.6666667e-01 -7.0764166e-01 -3.1913578e-02 3.3558735e-01 2.1447283e-01 3.6323792e+34 6.1506178e-01
3.2996700e-01 5.7333333e-01 -7.0729101e-01 -3.1877580e-02 3.3545862e-01 2.1429183e-01 3.6162999e+34 6.1506178e-01
3.2996700e-01 5.8000000e-01 -7.0693672e-01 -3.1841239e-02 3.3532848e-01 2.1410887e-01 3.6000752e+34 6.1506178e-01
3.2996700e-01 5.8666667e-01 -7.0657878e-01 -3.1804557e-02 3.3519693e-01 2.1392394e-01 3.5837065e+34 6.1506178e-01
3.2996700e-01 5.9333333e-01 -7.0621722e-01 -3.1767537e-02 3.3506397e-01 2.1373705e-01 3.5671951e+34 6.1506178e-01
3.2996700e-01 6.0000000e-01 -7.0585206e-01 -3.1730182e-02 3.3492963e-01 2.1354820e-01 3.5505426e+34 6.1506178e-01
3.2996700e-01 6.0666667e-01 -7.0548331e-01 -3.1692493e-02 3.3479389e-01 2.1335740e-01 3.5337503e+34 6.1506178e-01
3.2996700e-01 6.1333333e-01 -7.0511098e-01 -3.1654475e-02 3.3465678e-01 2.1316466e-01 3.5168198e+34 6.1506178e-01
3.2996700e-01 6.2000000e-01 -7.0473510e-01 -3.1616129e-02 3.3451831e-01 2.1296997e-01 3.4997525e+34 6.1506178e-01
3.2996700e-01 6.2666667e-01 -7.0435568e-01 -3.1577460e-02 3.3437847e-01 2.1277335e-01 3.4825501e+34 6.1506178e-01
3.2996700e-01 6.3333333e-01 -7.0397274e-01 -3.1538470e-02 3.3423729e-01 2.1257480e-01 3.4652139e+34 6.1506178e-01
3.2996700e-01 6.4000000e-01 -7.0358630e-01 -3.1499164e-02 3.3409477e-01 2.1237433e-01 3.4477457e+34 6.1506178e-01
3.2996700e-01 6.4666667e-01 -7.0319637e-01 -3.1459544e-02 3.3395093e-01 2.1217193e-01 3.4301469e+34 6.1506178e-01
3.2996700e-01 6.5333333e-01 -7.0280297e-01 -3.1419616e-02 3.3380577e-01 2.1196763e-01 3.4124191e+34 6.1506178e-01
3.2996700e-01 6.6000000e-01 -7.0240612e-01 -3.1379382e-02 3.3365931e-01 2.1176142e-01 3.3945640e+34 6.1506178e-01
3.2996700e-01 6.6666667e-01 -7.0200583e-01 -3.1338847e-02 3.3351154e-01 2.1155330e-01 3.3765831e+34 6.1506178e-01
3.2996700e-01 6.7333333e-01 -7.0160214e-01 -3.1298016e-02 3.3336248e-01 2.1134330e-01 3.3584781e+34 6.1506178e-01
3.2996700e-01 6.8000000e-01 -7.0119505e-01 -3.1256893e-02 3.3321214e-01 2.1113140e-01 3.3402506e+34 6.1506178e-01
3.2996700e-01 6.8666667e-01 -7.0078457e-01 -3.1215482e-02 3.3306052e-01 2.1091763e-01 3.3219022e+34 6.1506178e-01
3.2996700e-01 6.9333333e-01 -7.0037074e-01 -3.1173787e-02 3.3290762e-01 2.1070197e-01 3.3034345e+34 6.1506178e-01
3.2996700e-01 7.0000000e-01 -6.9995357e-01 -3.1131812e-02 3.3275345e-01 2.1048445e-01 3.2848492e+34 6.1506178e-01
3.2996700e-01 7.0666667e-01 -6.9953307e-01 -3.1089563e-02 3.3259800e-01 2.1026507e-01 3.2661479e+34 6.1506178e-01
3.2996700e-01 7.1333333e-01 -6.9910926e-01 -3.1047042e-02 3.3244127e-01 2.1004384e-01 3.2473321e+34 6.1506178e-01
3.2996700e-01 7.2000000e-01 -6.9868215e-01 -3.1004254e-02 3.3228326e-01 2.0982075e-01 3.2284035e+34 6.1506178e-01
3.2996700e-01 7.2666667e-01 -6.9825177e-01 -3.0961200e-02 3.3212397e-01 2.0959583e-01 3.2093637e+34 6.1506178e-01
3.2996700e-01 7.3333333e-01 -6.9781814e-01 -3.0917886e-02 3.3196338e-01 2.0936907e-01 3.1902142e+34 6.1506178e-01
3.2996700e-01 7.4000000e-01 -6.9738125e-01 -3.0874313e-02 3.3180150e-01 2.0914048e-01 3.1709566e+34 6.1506178e-01
3.2996700e-01 7.4666667e-01 -6.9694114e-01 -3.0830483e-02 3.3163831e-01 2.0891007e-01 3.1515925e+34 6.1506178e-01
3.2996700e-01 7.5333333e-01 -6.9649782e-01 -3.0786398e-02 3.3147380e-01 2.0867784e-01 3.1321234e+34 6.1506178e-01
3.2996700e-01 7.6000000e-01 -6.9605130e-01 -3.0742059e-02 3.3130797e-01 2.0844381e-01 3.1125508e+34 6.1506178e-01
3.2996700e-01 7.6666667e-01 -6.9560160e-01 -3.0697468e-02 3.3114081e-01 2.0820797e-01 3.0928763e+34 6.1506178e-01
3.2996700e-01 7.7333333e-01 -6.9514873e-01 -3.0652624e-02 3.3097231e-01 2.0797034e-01 3.0731014e+34 6.1506178e-01
3.2996700e-01 7.8000000e-01 -6.9469271e-01 -3.0607528e-02 3.3080247e-01 2.0773093e-01 3.0532277e+34 6.1506178e-01
3.2996700e-01 7.8666667e-01 -6.9423355e-01 -3.0562179e-02 3.3063130e-01 2.0748973e-01 3.0332566e+34 6.1506178e-01
3.2996700e-01 7.9333333e-01 -6.9377128e-01 -3.0516577e-02 3.3045878e-01 2.0724675e-01 3.0131897e+34 6.1506178e-01
3.2996700e-01 8.0000000e-01 -6.9330590e-01 -3.0470722e-02 3.3028494e-01 2.0700201e-01 2.9930287e+34 6.1506178e-01
3.2996700e-01 8.0666667e-01 -6.9283745e-01 -3.0424614e-02 3.3010977e-01 2.0675550e-01 2.9727750e+34 6.1506178e-01
3.2996700e-01 8.1333333e-01 -6.9236592e-01 -3.0378251e-02 3.2993331e-01 2.0650723e-01 2.9524305e+34 6.1506178e-01
3.2996700e-01 8.2000000e-01 -6.9189136e-01 -3.0331635e-02 3.2975556e-01 2.0625721e-01 2.9319967e+34 6.1506178e-01
3.2996700e-01 8.2666667e-01 -6.9141376e-01 -3.0284768e-02 3.2957655e-01 2.0600545e-01 2.9114753e+34 6.1506178e-01
3.2996700e-01 8.3333333e-01 -6.9093317e-01 -3.0237650e-02 3.2939632e-01 2.0575195e-01 2.8908683e+34 6.1506178e-01
3.2996700e-01 8.4000000e-01 -6.9044959e-01 -3.0190285e-02 3.2921490e-01 2.0549672e-01 2.8701775e+34 6.1506178e-01
3.2996700e-01 8.4666667e-01 -6.8996306e-01 -3.0142679e-02 3.2903232e-01 2.0523976e-01 2.8494047e+34 6.1506178e-01
3.2996700e-01 8.5333333e-01 -6.8947360e-01 -3.0094838e-02 3.2884862e-01 2.0498109e-01 2.8285520e+34 6.1506178e-01
3.2996700e-01 8.6000000e-01 -6.8898122e-01 -3.0046769e-02 3.2866383e-01 2.0472071e-01 2.8076213e+34 6.1506178e-01
3.2996700e-01 8.6666667e-01 -6.8848596e-01 -2.9998483e-02 3.2847798e-01 2.0445863e-01 2.7866148e+34 6.1506178e-01
3.2996700e-01 8.7333333e-01 -6.8798783e-01 -2.9949992e-02 3.2829110e-01 2.0419486e-01 2.7655345e+34 6.1506178e-01
3.2996700e-01 8.8000000e-01 -6.8748685e-01 -2.9901308e-02 3.2810320e-01 2.0392942e-01 2.7443824e+34 6.1506178e-01
3.2996700e-01 8.8666667e-01 -6.8698305e-01 -2.9852446e-02 3.2791428e-01 2.0366231e-01 2.7231607e+34 6.1506178e-01
3.2996700e-01 8.9333333e-01 -6.8647644e-01 -2.9803421e-02 3.2772431e-01 2.0339355e-01 2.7018713e+34 6.1506178e-01
3.2996700e-01 9.0000000e-01 -6.8596702e-01 -2.9754246e-02 3.2753325e-01 2.0312315e-01 2.6805159e+34 6.1506178e-01
3.2996700e-01 9.0666667e-01 -6.8545479e-01 -2.9704933e-02 3.2734105e-01 2.0285112e-01 2.6590962e+34 6.1506178e-01
3.2996700e-01 9.1333333e-01 -6.8493976e-01 -2.9655487e-02 3.2714759e-01 2.0257748e-01 2.6376133e+34 6.1506178e-01
3.2996700e-01 9.2000000e-01 -6.8442190e-01 -2.9605908e-02 3.2695278e-01 2.0230224e-01 2.6160681e+34 6.1506178e-01
3.2996700e-01 9.2666667e-01 -6.8390120e-01 -2.9556184e-02 3.2675648e-01 2.0202540e-01 2.5944609e+34 6.1506178e-01
3.2996700e-01 9.3333333e-01 -6.8337760e-01 -2.9506287e-02 3.2655852e-01 2.0174698e-01 2.5727912e+34 6.1506178e-01
3.2996700e-01 9.4000000e-01 -6.8285106e-01 -2.9456167e-02 3.2635875e-01 2.0146697e-01 2.5510580e+34 6.1506178e-01
3.2996700e-01 9.4666667e-01 -6.8232151e-01 -2.9405744e-02 3.2615705e-01 2.0118536e-01 2.5292587e+34 6.1506178e-01
3.2996700e-01 9.5333333e-01 -6.8178887e-01 -2.9354900e-02 3.2595331e-01 2.0090214e-01 2.5073899e+34 6.1506178e-01
3.2996700e-01 9.6000000e-01 -6.8125305e-01 -2.9303466e-02 3.2574755e-01 2.0061726e-01 2.4854465e+34 6.1506178e-01
3.2996700e-01 9.6666667e-01 -6.8071393e-01 -2.9251212e-02 3.2553991e-01 2.0033067e-01 2.4634217e+34 6.1506178e-01
3.2996700e-01 9.7333333e-01 -6.8017142e-01 -2.9197824e-02 3.2533077e-01 2.0004228e-01 2.4413066e+34 6.1506178e-01
3.2996700e-01 9.8000000e-01 -6.7962538e-01 -2.9142893e-02 3.2512081e-01 1.9975195e-01 2.4190899e+34 6.1506178e-01
3.2996700e-01 9.8666667e-01 -6.7907572e-01 -2.9085882e-02 3.2491118e-01 1.9945953e-01 2.3967579e+34 6.1506178e-01
3.2996700e-01 9.9333333e-01 -6.7852233e-01 -2.9026107e-02 3.2470422e-01 1.9916478e-01 2.3742934e+34 6.1506178e-01
3.2996700e-01 1.0000000e+00 -6.7796517e-01 -2.8962698e-02 3.2450124e-01 1.9886739e-01 2.3516765e+34 6.1506178e-01
3.3330000e-01 0.0000000e+00 -7.1798600e-01 -3.2923097e-02 3.3892439e-01 2.2004415e-01 4.2046369e+34 6.1506178e-01
3.3330000e-01 6.6666667e-03 -7.1798379e-01 -3.2922862e-02 3.3892325e-01 2.2004303e-01 4.2045309e+34 6.1506178e-01
3.3330000e-01 1.3333333e-02 -7.1797716e-01 -3.2922159e-02 3.3892087e-01 2.2003966e-01 4.2042130e+34 6.1506178e-01
3.3330000e-01 2.0000000e-02 -7.1796611e-01 -3.2920987e-02 3.3891686e-01 2.2003405e-01 4.2036831e+34 6.1506178e-01
3.3330000e-01 2.6666667e-02 -7.1795065e-01 -3.2919347e-02 3.3891125e-01 2.2002620e-01 4.2029414e+34 6.1506178e-01
3.3330000e-01 3.3333333e-02 -7.1793077e-01 -3.2917239e-02 3.3890403e-01 2.2001610e-01 4.2019879e+34 6.1506178e-01
3.3330000e-01 4.0000000e-02 -7.1790647e-01 -3.2914663e-02 3.3889522e-01 2.2000376e-01 4.2008227e+34 6.1506178e-01
3.3330000e-01 4.6666667e-02 -7.1787776e-01 -3.2911619e-02 3.3888480e-01 2.1998917e-01 4.1994459e+34 6.1506178e-01
3.3330000e-01 5.3333333e-02 -7.1784463e-01 -3.2908109e-02 3.3887278e-01 2.1997234e-01 4.1978577e+34 6.1506178e-01
3.3330000e-01 6.0000000e-02 -7.1780710e-01 -3.2904132e-02 3.3885917e-01 2.1995327e-01 4.1960583e+34 6.1506178e-01
3.3330000e-01 6.6666667e-02 -7.1776516e-01 -3.2899689e-02 3.3884396e-01 2.1993196e-01 4.1940478e+34 6.1506178e-01
3.3330000e-01 7.3333333e-02 -7.1771881e-01 -3.2894781e-02 3.3882716e-01 2.1990841e-01 4.1918264e+34 6.1506178e-01
3.3330000e-01 8.0000000e-02 -7.1766805e-01 -3.2889408e-02 3.3880877e-01 2.1988262e-01 4.1893945e+34 6.1506178e-01
