
-------------------------------------------------------------------------------
eosDaniela/eosSLy4,  MDIVxSDIV=151x301,  accuracy=1e-06
-------------------------------------------------------------------------------
   rho_c        M         M_0         R         Omega      Omega_p       T/W           C*J/GM_s^2      I        h_plus       h_minus       Z_p      Z_b        Z_f       omega_c/Omega   r_e     r_ratio     Omega_pa    Omega+    u_phi    r_plus     r_minus    exp_gamma_eq    exp_gamma_plus    exp_gamma_minus    conv_rad    conv_plus    conv_minus  chi    q    Mgeom    M2_geom   Jgeom   S3_geom    M2_asy    M2    S3_asy    S3    B0_geom    B0/M^2    M2^GH_geom   S3^GH_geom   M4_geom   M4_asy^GH_geom   B2/M^4   S5_geom  B2_asy/M^4   M4_asy_geom   S5_asy_geom  M4_geom_2points  M4_geom_3points  M4_geom_4points
-------------------------------------------------------------------------------
9.47690e+14 1.56138e+00 1.72049e+00 1.36979e+01 6.15062e-01 9.02166e-01 7.57878e-02 1.34446e+00 1.92107e+00 0.00000e+00 5.65289e+00 2.97628e-01 7.67285e-01 -1.35157e-01 4.88710e-01 1.11944e+01 7.36260e-01 9.02166e-01 9.02166e-01 4.92129e+00 0.00000e+00 1.69316e+01 9.90589e-01 1.00000e+00 9.95952e-01 1.22364e+00 1.00000e+00 1.14288e+00 5.51482e-01 -1.17672e+00 2.30360e+00 -1.43746e+01 2.92647e+00 -3.59462e+01 -1.93729e+02 -1.93596e+02 -1.45244e+00 -1.45134e+00 -1.14710e+00 -2.16167e-01 -1.49261e+01 -3.72072e+01 2.42459e+02 2.91385e+02 1.31486e-01 -2.03400e+04 6.75792e+05 2.79650e+02 -2.53253e+08 2.18202e+02 2.16515e+02 2.15926e+02 
---------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------
r/(r+r_e)  cos(theta)     rho        gamma      alpha      omega     pressure   Omega
3.7329600e-01 1.3333333e-01 -6.5315404e-01 -2.5827801e-02 3.0961973e-01 1.8997429e-01 2.4755623e+34 6.1506178e-01
3.7329600e-01 1.4000000e-01 -6.5304354e-01 -2.5818298e-02 3.0957872e-01 1.8991346e-01 2.4710725e+34 6.1506178e-01
3.7329600e-01 1.4666667e-01 -6.5292771e-01 -2.5808342e-02 3.0953574e-01 1.8984968e-01 2.4663687e+34 6.1506178e-01
3.7329600e-01 1.5333333e-01 -6.5280655e-01 -2.5797933e-02 3.0949078e-01 1.8978296e-01 2.4614515e+34 6.1506178e-01
3.7329600e-01 1.6000000e-01 -6.5268008e-01 -2.5787073e-02 3.0944385e-01 1.8971330e-01 2.4563215e+34 6.1506178e-01
3.7329600e-01 1.6666667e-01 -6.5254830e-01 -2.5775764e-02 3.0939495e-01 1.8964071e-01 2.4509796e+34 6.1506178e-01
3.7329600e-01 1.7333333e-01 -6.5241123e-01 -2.5764006e-02 3.0934409e-01 1.8956518e-01 2.4454264e+34 6.1506178e-01
3.7329600e-01 1.8000000e-01 -6.5226886e-01 -2.5751801e-02 3.0929126e-01 1.8948672e-01 2.4396630e+34 6.1506178e-01
3.7329600e-01 1.8666667e-01 -6.5212122e-01 -2.5739150e-02 3.0923647e-01 1.8940533e-01 2.4336899e+34 6.1506178e-01
3.7329600e-01 1.9333333e-01 -6.5196831e-01 -2.5726056e-02 3.0917972e-01 1.8932103e-01 2.4275082e+34 6.1506178e-01
3.7329600e-01 2.0000000e-01 -6.5181014e-01 -2.5712519e-02 3.0912101e-01 1.8923380e-01 2.4211187e+34 6.1506178e-01
3.7329600e-01 2.0666667e-01 -6.5164673e-01 -2.5698542e-02 3.0906034e-01 1.8914367e-01 2.4145223e+34 6.1506178e-01
3.7329600e-01 2.1333333e-01 -6.5147808e-01 -2.5684125e-02 3.0899771e-01 1.8905062e-01 2.4077200e+34 6.1506178e-01
3.7329600e-01 2.2000000e-01 -6.5130420e-01 -2.5669271e-02 3.0893313e-01 1.8895467e-01 2.4007128e+34 6.1506178e-01
3.7329600e-01 2.2666667e-01 -6.5112511e-01 -2.5653981e-02 3.0886660e-01 1.8885582e-01 2.3935017e+34 6.1506178e-01
3.7329600e-01 2.3333333e-01 -6.5094082e-01 -2.5638258e-02 3.0879812e-01 1.8875408e-01 2.3860877e+34 6.1506178e-01
3.7329600e-01 2.4000000e-01 -6.5075134e-01 -2.5622102e-02 3.0872769e-01 1.8864944e-01 2.3784718e+34 6.1506178e-01
3.7329600e-01 2.4666667e-01 -6.5055668e-01 -2.5605516e-02 3.0865532e-01 1.8854192e-01 2.3706553e+34 6.1506178e-01
3.7329600e-01 2.5333333e-01 -6.5035686e-01 -2.5588502e-02 3.0858100e-01 1.8843152e-01 2.3626392e+34 6.1506178e-01
3.7329600e-01 2.6000000e-01 -6.5015190e-01 -2.5571061e-02 3.0850474e-01 1.8831825e-01 2.3544248e+34 6.1506178e-01
3.7329600e-01 2.6666667e-01 -6.4994179e-01 -2.5553196e-02 3.0842654e-01 1.8820210e-01 2.3460131e+34 6.1506178e-01
3.7329600e-01 2.7333333e-01 -6.4972657e-01 -2.5534909e-02 3.0834641e-01 1.8808310e-01 2.3374055e+34 6.1506178e-01
3.7329600e-01 2.8000000e-01 -6.4950624e-01 -2.5516202e-02 3.0826434e-01 1.8796123e-01 2.3286032e+34 6.1506178e-01
3.7329600e-01 2.8666667e-01 -6.4928081e-01 -2.5497076e-02 3.0818034e-01 1.8783652e-01 2.3196074e+34 6.1506178e-01
3.7329600e-01 2.9333333e-01 -6.4905032e-01 -2.5477536e-02 3.0809442e-01 1.8770895e-01 2.3104195e+34 6.1506178e-01
3.7329600e-01 3.0000000e-01 -6.4881476e-01 -2.5457582e-02 3.0800658e-01 1.8757855e-01 2.3010408e+34 6.1506178e-01
3.7329600e-01 3.0666667e-01 -6.4857416e-01 -2.5437217e-02 3.0791682e-01 1.8744532e-01 2.2914726e+34 6.1506178e-01
3.7329600e-01 3.1333333e-01 -6.4832853e-01 -2.5416443e-02 3.0782514e-01 1.8730926e-01 2.2817164e+34 6.1506178e-01
3.7329600e-01 3.2000000e-01 -6.4807789e-01 -2.5395264e-02 3.0773156e-01 1.8717038e-01 2.2717736e+34 6.1506178e-01
3.7329600e-01 3.2666667e-01 -6.4782226e-01 -2.5373682e-02 3.0763608e-01 1.8702868e-01 2.2616457e+34 6.1506178e-01
3.7329600e-01 3.3333333e-01 -6.4756165e-01 -2.5351699e-02 3.0753870e-01 1.8688418e-01 2.2513340e+34 6.1506178e-01
3.7329600e-01 3.4000000e-01 -6.4729608e-01 -2.5329318e-02 3.0743942e-01 1.8673688e-01 2.2408402e+34 6.1506178e-01
3.7329600e-01 3.4666667e-01 -6.4702558e-01 -2.5306542e-02 3.0733827e-01 1.8658679e-01 2.2301658e+34 6.1506178e-01
3.7329600e-01 3.5333333e-01 -6.4675016e-01 -2.5283374e-02 3.0723523e-01 1.8643392e-01 2.2193124e+34 6.1506178e-01
3.7329600e-01 3.6000000e-01 -6.4646984e-01 -2.5259817e-02 3.0713033e-01 1.8627827e-01 2.2082815e+34 6.1506178e-01
3.7329600e-01 3.6666667e-01 -6.4618464e-01 -2.5235874e-02 3.0702356e-01 1.8611985e-01 2.1970747e+34 6.1506178e-01
3.7329600e-01 3.7333333e-01 -6.4589458e-01 -2.5211547e-02 3.0691493e-01 1.8595866e-01 2.1856938e+34 6.1506178e-01
3.7329600e-01 3.8000000e-01 -6.4559967e-01 -2.5186840e-02 3.0680444e-01 1.8579473e-01 2.1741404e+34 6.1506178e-01
3.7329600e-01 3.8666667e-01 -6.4529995e-01 -2.5161757e-02 3.0669212e-01 1.8562805e-01 2.1624161e+34 6.1506178e-01
3.7329600e-01 3.9333333e-01 -6.4499543e-01 -2.5136300e-02 3.0657796e-01 1.8545863e-01 2.1505228e+34 6.1506178e-01
3.7329600e-01 4.0000000e-01 -6.4468614e-01 -2.5110472e-02 3.0646197e-01 1.8528649e-01 2.1384621e+34 6.1506178e-01
3.7329600e-01 4.0666667e-01 -6.4437208e-01 -2.5084278e-02 3.0634416e-01 1.8511163e-01 2.1262359e+34 6.1506178e-01
3.7329600e-01 4.1333333e-01 -6.4405330e-01 -2.5057719e-02 3.0622453e-01 1.8493406e-01 2.1138459e+34 6.1506178e-01
3.7329600e-01 4.2000000e-01 -6.4372980e-01 -2.5030801e-02 3.0610310e-01 1.8475378e-01 2.1012940e+34 6.1506178e-01
3.7329600e-01 4.2666667e-01 -6.4340162e-01 -2.5003525e-02 3.0597987e-01 1.8457082e-01 2.0885820e+34 6.1506178e-01
3.7329600e-01 4.3333333e-01 -6.4306876e-01 -2.4975896e-02 3.0585484e-01 1.8438517e-01 2.0757118e+34 6.1506178e-01
3.7329600e-01 4.4000000e-01 -6.4273127e-01 -2.4947917e-02 3.0572803e-01 1.8419684e-01 2.0626852e+34 6.1506178e-01
3.7329600e-01 4.4666667e-01 -6.4238915e-01 -2.4919592e-02 3.0559943e-01 1.8400586e-01 2.0495043e+34 6.1506178e-01
3.7329600e-01 4.5333333e-01 -6.4204243e-01 -2.4890923e-02 3.0546907e-01 1.8381222e-01 2.0361708e+34 6.1506178e-01
3.7329600e-01 4.6000000e-01 -6.4169115e-01 -2.4861915e-02 3.0533693e-01 1.8361593e-01 2.0226868e+34 6.1506178e-01
3.7329600e-01 4.6666667e-01 -6.4133531e-01 -2.4832570e-02 3.0520303e-01 1.8341701e-01 2.0090542e+34 6.1506178e-01
3.7329600e-01 4.7333333e-01 -6.4097495e-01 -2.4802893e-02 3.0506738e-01 1.8321547e-01 1.9952750e+34 6.1506178e-01
3.7329600e-01 4.8000000e-01 -6.4061008e-01 -2.4772888e-02 3.0492998e-01 1.8301131e-01 1.9813513e+34 6.1506178e-01
3.7329600e-01 4.8666667e-01 -6.4024074e-01 -2.4742556e-02 3.0479083e-01 1.8280455e-01 1.9672851e+34 6.1506178e-01
3.7329600e-01 4.9333333e-01 -6.3986695e-01 -2.4711903e-02 3.0464994e-01 1.8259520e-01 1.9530785e+34 6.1506178e-01
3.7329600e-01 5.0000000e-01 -6.3948873e-01 -2.4680931e-02 3.0450731e-01 1.8238327e-01 1.9387334e+34 6.1506178e-01
3.7329600e-01 5.0666667e-01 -6.3910611e-01 -2.4649644e-02 3.0436295e-01 1.8216877e-01 1.9242521e+34 6.1506178e-01
3.7329600e-01 5.1333333e-01 -6.3871911e-01 -2.4618045e-02 3.0421687e-01 1.8195170e-01 1.9096366e+34 6.1506178e-01
3.7329600e-01 5.2000000e-01 -6.3832776e-01 -2.4586138e-02 3.0406907e-01 1.8173209e-01 1.8948891e+34 6.1506178e-01
3.7329600e-01 5.2666667e-01 -6.3793208e-01 -2.4553927e-02 3.0391955e-01 1.8150994e-01 1.8800118e+34 6.1506178e-01
3.7329600e-01 5.3333333e-01 -6.3753211e-01 -2.4521415e-02 3.0376832e-01 1.8128527e-01 1.8650068e+34 6.1506178e-01
3.7329600e-01 5.4000000e-01 -6.3712787e-01 -2.4488606e-02 3.0361539e-01 1.8105808e-01 1.8498764e+34 6.1506178e-01
3.7329600e-01 5.4666667e-01 -6.3671938e-01 -2.4455503e-02 3.0346076e-01 1.8082839e-01 1.8346228e+34 6.1506178e-01
3.7329600e-01 5.5333333e-01 -6.3630667e-01 -2.4422109e-02 3.0330443e-01 1.8059622e-01 1.8192483e+34 6.1506178e-01
3.7329600e-01 5.6000000e-01 -6.3588978e-01 -2.4388429e-02 3.0314642e-01 1.8036156e-01 1.8037551e+34 6.1506178e-01
3.7329600e-01 5.6666667e-01 -6.3546872e-01 -2.4354466e-02 3.0298673e-01 1.8012444e-01 1.7881455e+34 6.1506178e-01
3.7329600e-01 5.7333333e-01 -6.3504353e-01 -2.4320224e-02 3.0282537e-01 1.7988486e-01 1.7724219e+34 6.1506178e-01
3.7329600e-01 5.8000000e-01 -6.3461424e-01 -2.4285706e-02 3.0266234e-01 1.7964285e-01 1.7565867e+34 6.1506178e-01
3.7329600e-01 5.8666667e-01 -6.3418087e-01 -2.4250916e-02 3.0249766e-01 1.7939840e-01 1.7406422e+34 6.1506178e-01
3.7329600e-01 5.9333333e-01 -6.3374346e-01 -2.4215859e-02 3.0233133e-01 1.7915154e-01 1.7245908e+34 6.1506178e-01
3.7329600e-01 6.0000000e-01 -6.3330203e-01 -2.4180537e-02 3.0216337e-01 1.7890229e-01 1.7084350e+34 6.1506178e-01
3.7329600e-01 6.0666667e-01 -6.3285661e-01 -2.4144956e-02 3.0199379e-01 1.7865064e-01 1.6921772e+34 6.1506178e-01
3.7329600e-01 6.1333333e-01 -6.3240724e-01 -2.4109119e-02 3.0182258e-01 1.7839661e-01 1.6758200e+34 6.1506178e-01
3.7329600e-01 6.2000000e-01 -6.3195395e-01 -2.4073031e-02 3.0164978e-01 1.7814023e-01 1.6593658e+34 6.1506178e-01
3.7329600e-01 6.2666667e-01 -6.3149676e-01 -2.4036695e-02 3.0147539e-01 1.7788150e-01 1.6428172e+34 6.1506178e-01
3.7329600e-01 6.3333333e-01 -6.3103572e-01 -2.4000117e-02 3.0129942e-01 1.7762044e-01 1.6261767e+34 6.1506178e-01
3.7329600e-01 6.4000000e-01 -6.3057084e-01 -2.3963299e-02 3.0112188e-01 1.7735705e-01 1.6094470e+34 6.1506178e-01
3.7329600e-01 6.4666667e-01 -6.3010217e-01 -2.3926248e-02 3.0094279e-01 1.7709137e-01 1.5926306e+34 6.1506178e-01
3.7329600e-01 6.5333333e-01 -6.2962974e-01 -2.3888967e-02 3.0076217e-01 1.7682339e-01 1.5757301e+34 6.1506178e-01
3.7329600e-01 6.6000000e-01 -6.2915358e-01 -2.3851462e-02 3.0058001e-01 1.7655314e-01 1.5587483e+34 6.1506178e-01
3.7329600e-01 6.6666667e-01 -6.2867371e-01 -2.3813736e-02 3.0039635e-01 1.7628062e-01 1.5416879e+34 6.1506178e-01
3.7329600e-01 6.7333333e-01 -6.2819018e-01 -2.3775795e-02 3.0021118e-01 1.7600587e-01 1.5245514e+34 6.1506178e-01
3.7329600e-01 6.8000000e-01 -6.2770302e-01 -2.3737644e-02 3.0002453e-01 1.7572888e-01 1.5073417e+34 6.1506178e-01
3.7329600e-01 6.8666667e-01 -6.2721227e-01 -2.3699286e-02 2.9983640e-01 1.7544969e-01 1.4900614e+34 6.1506178e-01
3.7329600e-01 6.9333333e-01 -6.2671794e-01 -2.3660727e-02 2.9964680e-01 1.7516829e-01 1.4727134e+34 6.1506178e-01
3.7329600e-01 7.0000000e-01 -6.2622008e-01 -2.3621972e-02 2.9945574e-01 1.7488472e-01 1.4553004e+34 6.1506178e-01
3.7329600e-01 7.0666667e-01 -6.2571873e-01 -2.3583025e-02 2.9926324e-01 1.7459897e-01 1.4378252e+34 6.1506178e-01
3.7329600e-01 7.1333333e-01 -6.2521391e-01 -2.3543891e-02 2.9906930e-01 1.7431109e-01 1.4202906e+34 6.1506178e-01
3.7329600e-01 7.2000000e-01 -6.2470565e-01 -2.3504575e-02 2.9887393e-01 1.7402107e-01 1.4026995e+34 6.1506178e-01
3.7329600e-01 7.2666667e-01 -6.2419400e-01 -2.3465080e-02 2.9867713e-01 1.7372893e-01 1.3850547e+34 6.1506178e-01
3.7329600e-01 7.3333333e-01 -6.2367898e-01 -2.3425411e-02 2.9847891e-01 1.7343470e-01 1.3673591e+34 6.1506178e-01
3.7329600e-01 7.4000000e-01 -6.2316062e-01 -2.3385572e-02 2.9827927e-01 1.7313839e-01 1.3496159e+34 6.1506178e-01
3.7329600e-01 7.4666667e-01 -6.2263897e-01 -2.3345568e-02 2.9807822e-01 1.7284001e-01 1.3318282e+34 6.1506178e-01
3.7329600e-01 7.5333333e-01 -6.2211404e-01 -2.3305401e-02 2.9787577e-01 1.7253959e-01 1.3139986e+34 6.1506178e-01
3.7329600e-01 7.6000000e-01 -6.2158589e-01 -2.3265075e-02 2.9767190e-01 1.7223714e-01 1.2961299e+34 6.1506178e-01
3.7329600e-01 7.6666667e-01 -6.2105453e-01 -2.3224595e-02 2.9746663e-01 1.7193267e-01 1.2782247e+34 6.1506178e-01
3.7329600e-01 7.7333333e-01 -6.2052001e-01 -2.3183962e-02 2.9725997e-01 1.7162622e-01 1.2602857e+34 6.1506178e-01
3.7329600e-01 7.8000000e-01 -6.1998236e-01 -2.3143181e-02 2.9705191e-01 1.7131778e-01 1.2423157e+34 6.1506178e-01
3.7329600e-01 7.8666667e-01 -6.1944160e-01 -2.3102255e-02 2.9684246e-01 1.7100739e-01 1.2243174e+34 6.1506178e-01
3.7329600e-01 7.9333333e-01 -6.1889779e-01 -2.3061185e-02 2.9663164e-01 1.7069506e-01 1.2062936e+34 6.1506178e-01
3.7329600e-01 8.0000000e-01 -6.1835095e-01 -2.3019976e-02 2.9641944e-01 1.7038081e-01 1.1882471e+34 6.1506178e-01
3.7329600e-01 8.0666667e-01 -6.1780111e-01 -2.2978629e-02 2.9620589e-01 1.7006465e-01 1.1701809e+34 6.1506178e-01
3.7329600e-01 8.1333333e-01 -6.1724833e-01 -2.2937149e-02 2.9599099e-01 1.6974661e-01 1.1520977e+34 6.1506178e-01
3.7329600e-01 8.2000000e-01 -6.1669262e-01 -2.2895538e-02 2.9577477e-01 1.6942669e-01 1.1340005e+34 6.1506178e-01
3.7329600e-01 8.2666667e-01 -6.1613404e-01 -2.2853800e-02 2.9555724e-01 1.6910493e-01 1.1158923e+34 6.1506178e-01
3.7329600e-01 8.3333333e-01 -6.1557263e-01 -2.2811939e-02 2.9533843e-01 1.6878134e-01 1.0977762e+34 6.1506178e-01
3.7329600e-01 8.4000000e-01 -6.1500841e-01 -2.2769959e-02 2.9511836e-01 1.6845594e-01 1.0796553e+34 6.1506178e-01
3.7329600e-01 8.4666667e-01 -6.1444144e-01 -2.2727865e-02 2.9489706e-01 1.6812874e-01 1.0615326e+34 6.1506178e-01
3.7329600e-01 8.5333333e-01 -6.1387174e-01 -2.2685662e-02 2.9467456e-01 1.6779978e-01 1.0434114e+34 6.1506178e-01
3.7329600e-01 8.6000000e-01 -6.1329938e-01 -2.2643356e-02 2.9445089e-01 1.6746906e-01 1.0252948e+34 6.1506178e-01
3.7329600e-01 8.6666667e-01 -6.1272437e-01 -2.2600954e-02 2.9422608e-01 1.6713662e-01 1.0071863e+34 6.1506178e-01
3.7329600e-01 8.7333333e-01 -6.1214677e-01 -2.2558464e-02 2.9400015e-01 1.6680248e-01 9.8908896e+33 6.1506178e-01
3.7329600e-01 8.8000000e-01 -6.1156661e-01 -2.2515892e-02 2.9377311e-01 1.6646665e-01 9.7100625e+33 6.1506178e-01
3.7329600e-01 8.8666667e-01 -6.1098393e-01 -2.2473249e-02 2.9354500e-01 1.6612917e-01 9.5294148e+33 6.1506178e-01
3.7329600e-01 8.9333333e-01 -6.1039876e-01 -2.2430541e-02 2.9331580e-01 1.6579005e-01 9.3489800e+33 6.1506178e-01
3.7329600e-01 9.0000000e-01 -6.0981113e-01 -2.2387776e-02 2.9308552e-01 1.6544933e-01 9.1687916e+33 6.1506178e-01
3.7329600e-01 9.0666667e-01 -6.0922108e-01 -2.2344962e-02 2.9285413e-01 1.6510702e-01 8.9888826e+33 6.1506178e-01
3.7329600e-01 9.1333333e-01 -6.0862862e-01 -2.2302103e-02 2.9262162e-01 1.6476316e-01 8.8092856e+33 6.1506178e-01
3.7329600e-01 9.2000000e-01 -6.0803377e-01 -2.2259202e-02 2.9238793e-01 1.6441776e-01 8.6300326e+33 6.1506178e-01
3.7329600e-01 9.2666667e-01 -6.0743654e-01 -2.2216255e-02 2.9215301e-01 1.6407086e-01 8.4511545e+33 6.1506178e-01
3.7329600e-01 9.3333333e-01 -6.0683695e-01 -2.2173255e-02 2.9191679e-01 1.6372247e-01 8.2726813e+33 6.1506178e-01
3.7329600e-01 9.4000000e-01 -6.0623498e-01 -2.2130183e-02 2.9167922e-01 1.6337260e-01 8.0946414e+33 6.1506178e-01
3.7329600e-01 9.4666667e-01 -6.0563065e-01 -2.2087012e-02 2.9144022e-01 1.6302126e-01 7.9170619e+33 6.1506178e-01
3.7329600e-01 9.5333333e-01 -6.0502394e-01 -2.2043697e-02 2.9119977e-01 1.6266846e-01 7.7399679e+33 6.1506178e-01
3.7329600e-01 9.6000000e-01 -6.0441486e-01 -2.2000175e-02 2.9095786e-01 1.6231419e-01 7.5633829e+33 6.1506178e-01
3.7329600e-01 9.6666667e-01 -6.0380340e-01 -2.1956358e-02 2.9071459e-01 1.6195840e-01 7.3873287e+33 6.1506178e-01
3.7329600e-01 9.7333333e-01 -6.0318957e-01 -2.1912129e-02 2.9047015e-01 1.6160107e-01 7.2118251e+33 6.1506178e-01
3.7329600e-01 9.8000000e-01 -6.0257340e-01 -2.1867329e-02 2.9022490e-01 1.6124210e-01 7.0368906e+33 6.1506178e-01
3.7329600e-01 9.8666667e-01 -6.0195495e-01 -2.1821754e-02 2.8997944e-01 1.6088139e-01 6.8625490e+33 6.1506178e-01
3.7329600e-01 9.9333333e-01 -6.0133432e-01 -2.1775140e-02 2.8973492e-01 1.6051878e-01 6.6888396e+33 6.1506178e-01
3.7329600e-01 1.0000000e+00 -6.0071167e-01 -2.1727155e-02 2.8949226e-01 1.6015407e-01 6.5157650e+33 6.1506178e-01
3.7662900e-01 0.0000000e+00 -6.4851004e-01 -2.5352789e-02 3.0741545e-01 1.8785897e-01 2.3887020e+34 6.1506178e-01
3.7662900e-01 6.6666667e-03 -6.4850729e-01 -2.5352556e-02 3.0741396e-01 1.8785745e-01 2.3885916e+34 6.1506178e-01
3.7662900e-01 1.3333333e-02 -6.4849904e-01 -2.5351858e-02 3.0741091e-01 1.8785288e-01 2.3882602e+34 6.1506178e-01
3.7662900e-01 2.0000000e-02 -6.4848530e-01 -2.5350694e-02 3.0740579e-01 1.8784528e-01 2.3877079e+34 6.1506178e-01
3.7662900e-01 2.6666667e-02 -6.4846606e-01 -2.5349064e-02 3.0739862e-01 1.8783464e-01 2.3869349e+34 6.1506178e-01
3.7662900e-01 3.3333333e-02 -6.4844133e-01 -2.5346970e-02 3.0738941e-01 1.8782095e-01 2.3859411e+34 6.1506178e-01
3.7662900e-01 4.0000000e-02 -6.4841111e-01 -2.5344411e-02 3.0737815e-01 1.8780423e-01 2.3847269e+34 6.1506178e-01
3.7662900e-01 4.6666667e-02 -6.4837540e-01 -2.5341387e-02 3.0736484e-01 1.8778446e-01 2.3832924e+34 6.1506178e-01
3.7662900e-01 5.3333333e-02 -6.4833421e-01 -2.5337900e-02 3.0734949e-01 1.8776166e-01 2.3816378e+34 6.1506178e-01
3.7662900e-01 6.0000000e-02 -6.4828753e-01 -2.5333949e-02 3.0733211e-01 1.8773582e-01 2.3797633e+34 6.1506178e-01
3.7662900e-01 6.6666667e-02 -6.4823537e-01 -2.5329536e-02 3.0731268e-01 1.8770695e-01 2.3776693e+34 6.1506178e-01
3.7662900e-01 7.3333333e-02 -6.4817773e-01 -2.5324660e-02 3.0729122e-01 1.8767504e-01 2.3753561e+34 6.1506178e-01
3.7662900e-01 8.0000000e-02 -6.4811462e-01 -2.5319324e-02 3.0726772e-01 1.8764010e-01 2.3728241e+34 6.1506178e-01
3.7662900e-01 8.6666667e-02 -6.4804605e-01 -2.5313526e-02 3.0724219e-01 1.8760213e-01 2.3700736e+34 6.1506178e-01
3.7662900e-01 9.3333333e-02 -6.4797202e-01 -2.5307270e-02 3.0721463e-01 1.8756113e-01 2.3671051e+34 6.1506178e-01
3.7662900e-01 1.0000000e-01 -6.4789253e-01 -2.5300554e-02 3.0718505e-01 1.8751710e-01 2.3639190e+34 6.1506178e-01
3.7662900e-01 1.0666667e-01 -6.4780759e-01 -2.5293381e-02 3.0715344e-01 1.8747005e-01 2.3605159e+34 6.1506178e-01
3.7662900e-01 1.1333333e-01 -6.4771721e-01 -2.5285751e-02 3.0711981e-01 1.8741998e-01 2.3568962e+34 6.1506178e-01
3.7662900e-01 1.2000000e-01 -6.4762139e-01 -2.5277665e-02 3.0708416e-01 1.8736688e-01 2.3530605e+34 6.1506178e-01
3.7662900e-01 1.2666667e-01 -6.4752014e-01 -2.5269125e-02 3.0704649e-01 1.8731078e-01 2.3490095e+34 6.1506178e-01
3.7662900e-01 1.3333333e-01 -6.4741347e-01 -2.5260132e-02 3.0700682e-01 1.8725165e-01 2.3447437e+34 6.1506178e-01
3.7662900e-01 1.4000000e-01 -6.4730139e-01 -2.5250686e-02 3.0696513e-01 1.8718952e-01 2.3402638e+34 6.1506178e-01
3.7662900e-01 1.4666667e-01 -6.4718390e-01 -2.5240790e-02 3.0692143e-01 1.8712437e-01 2.3355704e+34 6.1506178e-01
3.7662900e-01 1.5333333e-01 -6.4706101e-01 -2.5230444e-02 3.0687572e-01 1.8705623e-01 2.3306644e+34 6.1506178e-01
3.7662900e-01 1.6000000e-01 -6.4693274e-01 -2.5219650e-02 3.0682801e-01 1.8698508e-01 2.3255463e+34 6.1506178e-01
3.7662900e-01 1.6666667e-01 -6.4679908e-01 -2.5208409e-02 3.0677830e-01 1.8691093e-01 2.3202171e+34 6.1506178e-01
3.7662900e-01 1.7333333e-01 -6.4666006e-01 -2.5196724e-02 3.0672659e-01 1.8683379e-01 2.3146775e+34 6.1506178e-01
3.7662900e-01 1.8000000e-01 -6.4651567e-01 -2.5184594e-02 3.0667289e-01 1.8675366e-01 2.3089284e+34 6.1506178e-01
3.7662900e-01 1.8666667e-01 -6.4636594e-01 -2.5172022e-02 3.0661719e-01 1.8667055e-01 2.3029706e+34 6.1506178e-01
3.7662900e-01 1.9333333e-01 -6.4621086e-01 -2.5159010e-02 3.0655949e-01 1.8658445e-01 2.2968050e+34 6.1506178e-01
3.7662900e-01 2.0000000e-01 -6.4605046e-01 -2.5145558e-02 3.0649981e-01 1.8649537e-01 2.2904325e+34 6.1506178e-01
3.7662900e-01 2.0666667e-01 -6.4588474e-01 -2.5131669e-02 3.0643813e-01 1.8640333e-01 2.2838542e+34 6.1506178e-01
3.7662900e-01 2.1333333e-01 -6.4571371e-01 -2.5117344e-02 3.0637447e-01 1.8630831e-01 2.2770710e+34 6.1506178e-01
3.7662900e-01 2.2000000e-01 -6.4553739e-01 -2.5102586e-02 3.0630883e-01 1.8621033e-01 2.2700839e+34 6.1506178e-01
3.7662900e-01 2.2666667e-01 -6.4535579e-01 -2.5087395e-02 3.0624120e-01 1.8610939e-01 2.2628940e+34 6.1506178e-01
3.7662900e-01 2.3333333e-01 -6.4516892e-01 -2.5071774e-02 3.0617160e-01 1.8600550e-01 2.2555023e+34 6.1506178e-01
3.7662900e-01 2.4000000e-01 -6.4497680e-01 -2.5055725e-02 3.0610001e-01 1.8589866e-01 2.2479100e+34 6.1506178e-01
3.7662900e-01 2.4666667e-01 -6.4477943e-01 -2.5039250e-02 3.0602645e-01 1.8578888e-01 2.2401182e+34 6.1506178e-01
3.7662900e-01 2.5333333e-01 -6.4457683e-01 -2.5022349e-02 3.0595091e-01 1.8567616e-01 2.2321282e+34 6.1506178e-01
3.7662900e-01 2.6000000e-01 -6.4436902e-01 -2.5005027e-02 3.0587341e-01 1.8556051e-01 2.2239410e+34 6.1506178e-01
3.7662900e-01 2.6666667e-01 -6.4415601e-01 -2.4987284e-02 3.0579394e-01 1.8544193e-01 2.2155579e+34 6.1506178e-01
3.7662900e-01 2.7333333e-01 -6.4393782e-01 -2.4969123e-02 3.0571250e-01 1.8532044e-01 2.2069802e+34 6.1506178e-01
3.7662900e-01 2.8000000e-01 -6.4371446e-01 -2.4950547e-02 3.0562910e-01 1.8519603e-01 2.1982092e+34 6.1506178e-01
3.7662900e-01 2.8666667e-01 -6.4348594e-01 -2.4931556e-02 3.0554375e-01 1.8506872e-01 2.1892462e+34 6.1506178e-01
3.7662900e-01 2.9333333e-01 -6.4325229e-01 -2.4912155e-02 3.0545644e-01 1.8493850e-01 2.1800927e+34 6.1506178e-01
